Saṁyutta Nikāya 56.51 ||| Linked Discourses 56.51
6. Abhisamayavagga ||| 6. Comprehension
Nakhasikhāsutta ||| A Fingernail
Atha kho bhagavā parittaṁ nakhasikhāyaṁ paṁsuṁ āropetvā bhikkhū āmantesi: ||| Then the Buddha, picking up a little bit of dirt on his fingernail, addressed the mendicants:
“Taṁ kiṁ maññatha, bhikkhave, ||| “What do you think, mendicants?
katamaṁ nu kho bahutaraṁ—yo vāyaṁ mayā paritto nakhasikhāyaṁ paṁsu āropito, ayaṁ vā mahāpathavī”ti? ||| Which is more: the little bit of dirt on my fingernail, or this great earth?”
“Etadeva, bhante, bahutaraṁ yadidaṁ—mahāpathavī; appamattakāyaṁ bhagavatā paritto nakhasikhāyaṁ paṁsu āropito. ||| “Sir, the great earth is certainly more. The little bit of dirt on your fingernail is tiny.
Saṅkhampi na upeti, upanidhampi na upeti, kalabhāgampi na upeti mahāpathaviṁ upanidhāya bhagavatā paritto nakhasikhāyaṁ paṁsu āropito”ti. ||| Compared to the great earth, it doesn’t count, there’s no comparison, it’s not worth a fraction.”
“Evameva kho, bhikkhave, ariyasāvakassa diṭṭhisampannassa puggalassa abhisametāvino etadeva bahutaraṁ dukkhaṁ yadidaṁ parikkhīṇaṁ pariyādinnaṁ; appamattakaṁ avasiṭṭhaṁ. ||| “In the same way, for an individual with comprehension, a noble disciple accomplished in view, the suffering that’s over and done with is more, what’s left is tiny.
Saṅkhampi na upeti, upanidhampi na upeti, kalabhāgampi na upeti purimaṁ dukkhakkhandhaṁ parikkhīṇaṁ pariyādinnaṁ upanidhāya yadidaṁ sattakkhattuparamatā; ||| Compared to the mass of suffering in the past that’s over and done with, it doesn’t count, there’s no comparison, it’s not worth a fraction, since there are at most seven more lives.
yo ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti. ||| Such an individual truly understands about suffering, its origin, its cessation, and the path.
Tasmātiha, bhikkhave, ‘idaṁ dukkhan’ti yogo karaṇīyo …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yogo karaṇīyo”ti. ||| That’s why you should practice meditation …”
Paṭhamaṁ.
