Saṁyutta Nikāya 30.2 ||| Linked Discourses 30.2
1. Supaṇṇavagga ||| 1. Phoenixes
Harantisutta ||| They Carry Off
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Catasso imā, bhikkhave, supaṇṇayoniyo. ||| “Mendicants, phoenixes reproduce in these four ways.
Katamā catasso? ||| What four?
Aṇḍajā …pe… ||| Phoenixes are born from eggs, from a womb, from moisture, or spontaneously.
imā kho, bhikkhave, catasso supaṇṇayoniyo. ||| These are the four ways that phoenixes reproduce.
Tatra, bhikkhave, aṇḍajā supaṇṇā aṇḍajeva nāge haranti, na jalābuje, na saṁsedaje, na opapātike. ||| Of these, phoenixes born from an egg can only carry off dragons born from an egg, not those born from a womb, from moisture, or spontaneously.
Tatra, bhikkhave, jalābujā supaṇṇā aṇḍaje ca jalābuje ca nāge haranti, na saṁsedaje, na opapātike. ||| Phoenixes born from a womb can carry off dragons born from an egg or from a womb, but not those born from moisture or spontaneously.
Tatra, bhikkhave, saṁsedajā supaṇṇā aṇḍaje ca jalābuje ca saṁsedaje ca nāge haranti, na opapātike. ||| Phoenixes born from moisture can carry off dragons born from an egg, from a womb, or from moisture, but not those born spontaneously.
Tatra, bhikkhave, opapātikā supaṇṇā aṇḍaje ca jalābuje ca saṁsedaje ca opapātike ca nāge haranti. ||| Phoenixes born spontaneously can carry off dragons born from an egg, from a womb, from moisture, or spontaneously.
Imā kho, bhikkhave, catasso supaṇṇayoniyo”ti. ||| These are the four ways that phoenixes reproduce.”
Dutiyaṁ.
