Majjhima Nikāya 64 ||| Middle Discourses 64
Mahāmālukyasutta ||| The Longer Discourse With Māluṅkya
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants,
“bhikkhavo”ti. ||| “Mendicants!”
“Bhadante”ti te bhikkhū bhagavato paccassosuṁ. ||| “Venerable sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“dhāretha no tumhe, bhikkhave, mayā desitāni pañcorambhāgiyāni saṁyojanānī”ti? ||| “Mendicants, do you remember the five lower fetters taught by me?”
Evaṁ vutte, āyasmā mālukyaputto bhagavantaṁ etadavoca: ||| When he said this, Venerable Māluṅkyaputta said to him,
“ahaṁ kho, bhante, dhāremi bhagavatā desitāni pañcorambhāgiyāni saṁyojanānī”ti. ||| “Sir, I remember them.”
“Yathā kathaṁ pana tvaṁ, mālukyaputta, dhāresi mayā desitāni pañcorambhāgiyāni saṁyojanānī”ti? ||| “But how do you remember them?”
“Sakkāyadiṭṭhiṁ kho ahaṁ, bhante, bhagavatā orambhāgiyaṁ saṁyojanaṁ desitaṁ dhāremi; ||| “I remember the lower fetters taught by the Buddha as follows: substantialist view,
vicikicchaṁ kho ahaṁ, bhante, bhagavatā orambhāgiyaṁ saṁyojanaṁ desitaṁ dhāremi; ||| doubt,
sīlabbataparāmāsaṁ kho ahaṁ, bhante, bhagavatā orambhāgiyaṁ saṁyojanaṁ desitaṁ dhāremi; ||| misapprehension of precepts and observances,
kāmacchandaṁ kho ahaṁ, bhante, bhagavatā orambhāgiyaṁ saṁyojanaṁ desitaṁ dhāremi; ||| sensual desire,
byāpādaṁ kho ahaṁ, bhante, bhagavatā orambhāgiyaṁ saṁyojanaṁ desitaṁ dhāremi. ||| and ill will.
Evaṁ kho ahaṁ, bhante, dhāremi bhagavatā desitāni pañcorambhāgiyāni saṁyojanānī”ti. ||| That’s how I remember the five lower fetters taught by the Buddha.”
“Kassa kho nāma tvaṁ, mālukyaputta, imāni evaṁ pañcorambhāgiyāni saṁyojanāni desitāni dhāresi? ||| “Who on earth do you remember being taught the five lower fetters in that way?
Nanu, mālukyaputta, aññatitthiyā paribbājakā iminā taruṇūpamena upārambhena upārambhissanti? ||| Wouldn’t the wanderers of other religions fault you using the simile of the infant?
Daharassa hi, mālukyaputta, kumārassa mandassa uttānaseyyakassa sakkāyotipi na hoti, kuto panassa uppajjissati sakkāyadiṭṭhi? ||| For a little baby doesn’t even have a concept of ‘substantial reality’, so how could substantialist view possibly arise in them?
Anusetvevassa sakkāyadiṭṭhānusayo. ||| Yet the underlying tendency to substantialist view still lies within them.
Daharassa hi, mālukyaputta, kumārassa mandassa uttānaseyyakassa dhammātipi na hoti, kuto panassa uppajjissati dhammesu vicikicchā? ||| A little baby doesn’t even have a concept of ‘teachings’, so how could doubt about the teachings possibly arise in them?
Anusetvevassa vicikicchānusayo. ||| Yet the underlying tendency to doubt still lies within them.
Daharassa hi, mālukyaputta, kumārassa mandassa uttānaseyyakassa sīlātipi na hoti, kuto panassa uppajjissati sīlesu sīlabbataparāmāso? ||| A little baby doesn’t even have a concept of ‘precepts’, so how could misapprehension of precepts and observances possibly arise in them?
Anusetvevassa sīlabbataparāmāsānusayo. ||| Yet the underlying tendency to misapprehension of precepts and observances still lies within them.
Daharassa hi, mālukyaputta, kumārassa mandassa uttānaseyyakassa kāmātipi na hoti, kuto panassa uppajjissati kāmesu kāmacchando? ||| A little baby doesn’t even have a concept of ‘sensual pleasures’, so how could desire for sensual pleasures possibly arise in them?
Anusetvevassa kāmarāgānusayo. ||| Yet the underlying tendency to sensual desire still lies within them.
Daharassa hi, mālukyaputta, kumārassa mandassa uttānaseyyakassa sattātipi na hoti, kuto panassa uppajjissati sattesu byāpādo? ||| A little baby doesn’t even have a concept of ‘sentient beings’, so how could ill will for sentient beings possibly arise in them?
Anusetvevassa byāpādānusayo. ||| Yet the underlying tendency to ill will still lies within them.
