Saṁyutta Nikāya 54.10 ||| Linked Discourses 54.10
1. Ekadhammavagga ||| 1. One Thing
Kimilasutta ||| With Kimbila
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā kimilāyaṁ viharati veḷuvane. ||| At one time the Buddha was staying near Kimbilā in the Freshwater Mangrove Wood.
Tatra kho bhagavā āyasmantaṁ kimilaṁ āmantesi: ||| Then the Buddha said to Venerable Kimbila,
“kathaṁ bhāvito nu kho, kimila, ānāpānassatisamādhi kathaṁ bahulīkato mahapphalo hoti mahānisaṁso”ti? ||| “Kimbila, how is immersion due to mindfulness of breathing developed and cultivated so that it is very fruitful and beneficial?”
Evaṁ vutte, āyasmā kimilo tuṇhī ahosi. ||| When he said this, Kimbila kept silent.
Dutiyampi kho bhagavā …pe… ||| For a second time …
tatiyampi kho bhagavā āyasmantaṁ kimilaṁ āmantesi: ||| And for a third time, the Buddha said to him,
“kathaṁ bhāvito nu kho, kimila, ānāpānassatisamādhi kathaṁ bahulīkato mahapphalo hoti mahānisaṁso”ti? ||| “How is immersion due to mindfulness of breathing developed and cultivated so that it is very fruitful and beneficial?”
Tatiyampi kho āyasmā kimilo tuṇhī ahosi. ||| And a second time and a third time Kimbila kept silent.
Evaṁ vutte, āyasmā ānando bhagavantaṁ etadavoca: ||| When he said this, Venerable Ānanda said to the Buddha,
“etassa, bhagavā, kālo; etassa, sugata, kālo. ||| “Now is the time, Blessed One! Now is the time, Holy One!
Yaṁ bhagavā ānāpānassatisamādhiṁ bhāseyya, bhagavato sutvā bhikkhū dhāressantī”ti. ||| Let the Buddha speak on immersion due to mindfulness of breathing. The mendicants will listen and remember it.”
“Tenahānanda, suṇāhi, sādhukaṁ manasi karohi; bhāsissāmī”ti. ||| “Well then, Ānanda, listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho āyasmā ānando bhagavato paccassosi. ||| “Yes, sir,” Ānanda replied.
Bhagavā etadavoca: ||| The Buddha said this:
“kathaṁ bhāvito ca, ānanda, ānāpānassatisamādhi kathaṁ bahulīkato mahapphalo hoti mahānisaṁso? ||| “Ānanda, how is immersion due to mindfulness of breathing developed and cultivated so that it is very fruitful and beneficial?
Idhānanda, bhikkhu araññagato vā rukkhamūlagato vā suññāgāragato vā nisīdati pallaṅkaṁ ābhujitvā ujuṁ kāyaṁ paṇidhāya parimukhaṁ satiṁ upaṭṭhapetvā. ||| It’s when a mendicant—gone to a wilderness, or to the root of a tree, or to an empty hut—sits down cross-legged, sets their body straight, and brings mindfulness to the present.
So satova assasati, satova passasati …pe… ||| Just mindful, they breathe in. Mindful, they breathe out. …
