Saṁyutta Nikāya 52.4 ||| Linked Discourses 52.4
1. Rahogatavagga ||| 1. In Private
Paṭhamakaṇḍakīsutta ||| At Thorny Wood (1st)
Ekaṁ samayaṁ āyasmā ca anuruddho āyasmā ca sāriputto āyasmā ca mahāmoggallāno sākete viharanti kaṇḍakīvane. ||| At one time the venerables Anuruddha, Sāriputta, and Mahāmoggallāna were staying near Sāketa, in the Thorny Wood.
Atha kho āyasmā ca sāriputto āyasmā ca mahāmoggallāno sāyanhasamayaṁ paṭisallānā vuṭṭhitā yenāyasmā anuruddho tenupasaṅkamiṁsu; upasaṅkamitvā āyasmatā anuruddhena saddhiṁ sammodiṁsu. ||| Then in the late afternoon, Sāriputta and Mahāmoggallāna came out of retreat, went to Anuruddha, and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinno kho āyasmā sāriputto āyasmantaṁ anuruddhaṁ etadavoca: ||| When the greetings and polite conversation were over, they sat down to one side. Sāriputta said to Anuruddha:
“sekhenāvuso anuruddha, bhikkhunā katame dhammā upasampajja vihātabbā”ti? ||| “Reverend Anuruddha, what things should a trainee mendicant enter and remain in?”
“Sekhenāvuso sāriputta, bhikkhunā cattāro satipaṭṭhānā upasampajja vihātabbā. ||| “Reverend Sāriputta, a trainee mendicant should enter and remain in the four kinds of mindfulness meditation.
Katame cattāro? ||| What four?
Idhāvuso, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ— ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
sekhenāvuso sāriputta, bhikkhunā ime cattāro satipaṭṭhānā upasampajja vihātabbā”ti. ||| A trainee mendicant should enter and remain in these four kinds of mindfulness meditation.”
Catutthaṁ.
