Saṁyutta Nikāya 45.159 ||| Linked Discourses 45.159
12. Balakaraṇīyavagga ||| 12. Hard Work
Āgantukasutta ||| A Guest House
“Seyyathāpi, bhikkhave, āgantukāgāraṁ. Tattha puratthimāyapi disāya āgantvā vāsaṁ kappenti, pacchimāyapi disāya āgantvā vāsaṁ kappenti, uttarāyapi disāya āgantvā vāsaṁ kappenti, dakkhiṇāyapi disāya āgantvā vāsaṁ kappenti, khattiyāpi āgantvā vāsaṁ kappenti, brāhmaṇāpi āgantvā vāsaṁ kappenti, vessāpi āgantvā vāsaṁ kappenti, suddāpi āgantvā vāsaṁ kappenti; ||| “Mendicants, suppose there was a guest house. Lodgers come from the east, west, north, and south. Aristocrats, brahmins, peasants, and menials all stay there.
evameva kho, bhikkhave, bhikkhu ariyaṁ aṭṭhaṅgikaṁ maggaṁ bhāvento ariyaṁ aṭṭhaṅgikaṁ maggaṁ bahulīkaronto ye dhammā abhiññā pariññeyyā, te dhamme abhiññā parijānāti …pe… ||| In the same way, a mendicant who develops and cultivates the noble eightfold path completely understands by direct knowledge the things that should be completely understood by direct knowledge.
ye dhammā abhiññā pahātabbā, te dhamme abhiññā pajahati, ye dhammā abhiññā sacchikātabbā, te dhamme abhiññā sacchikaroti, ye dhammā abhiññā bhāvetabbā, te dhamme abhiññā bhāveti. ||| They give up by direct knowledge the things that should be given up by direct knowledge. They realize by direct knowledge the things that should be realized by direct knowledge. They develop by direct knowledge the things that should be developed by direct knowledge.
Katame ca, bhikkhave, dhammā abhiññā pariññeyyā? ||| And what are the things that should be completely understood by direct knowledge?
Pañcupādānakkhandhātissa vacanīyaṁ. ||| It should be said: the five grasping aggregates.
Katame pañca? ||| What five?
Seyyathidaṁ—rūpupādānakkhandho …pe… viññāṇupādānakkhandho. ||| That is: form, feeling, perception, choices, and consciousness.
Ime, bhikkhave, dhammā abhiññā pariññeyyā. ||| These are the things that should be completely understood by direct knowledge.
Katame ca, bhikkhave, dhammā abhiññā pahātabbā? ||| And what are the things that should be given up by direct knowledge?
Avijjā ca bhavataṇhā ca— ||| Ignorance and craving for continued existence.
ime, bhikkhave, dhammā abhiññā pahātabbā. ||| These are the things that should be given up by direct knowledge.
Katame ca, bhikkhave, dhammā abhiññā sacchikātabbā? ||| And what are the things that should be realized by direct knowledge?
Vijjā ca vimutti ca— ||| Knowledge and freedom.
ime, bhikkhave, dhammā abhiññā sacchikātabbā. ||| These are the things that should be realized by direct knowledge.
Katame ca, bhikkhave, dhammā abhiññā bhāvetabbā? ||| And what are the things that should be developed by direct knowledge?
Samatho ca vipassanā ca— ||| Serenity and discernment.
ime, bhikkhave, dhammā abhiññā bhāvetabbā. ||| These are the things that should be developed by direct knowledge.
Kathañca, bhikkhave, bhikkhu ariyaṁ aṭṭhaṅgikaṁ maggaṁ bhāvento ariyaṁ aṭṭhaṅgikaṁ maggaṁ bahulīkaronto, ye dhammā abhiññā pariññeyyā te dhamme abhiññā parijānāti …pe… ye dhammā abhiññā bhāvetabbā, te dhamme abhiññā bhāveti? ||| And how does a mendicant develop the noble eightfold path in this way?
Idha, bhikkhave, bhikkhu sammādiṭṭhiṁ bhāveti …pe… sammāsamādhiṁ bhāveti vivekanissitaṁ virāganissitaṁ nirodhanissitaṁ vossaggapariṇāmiṁ … ||| It’s when a mendicant develops right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion, which rely on seclusion, fading away, and cessation, and ripen as letting go.
evaṁ kho, bhikkhave, bhikkhu ariyaṁ aṭṭhaṅgikaṁ maggaṁ bhāvento ariyaṁ aṭṭhaṅgikaṁ maggaṁ bahulīkaronto ye dhammā abhiññā pariññeyyā, te dhamme abhiññā parijānāti, ye dhammā abhiññā pahātabbā, te dhamme abhiññā pajahati, ye dhammā abhiññā sacchikātabbā, te dhamme abhiññā sacchikaroti, ye dhammā abhiññā bhāvetabbā, te dhamme abhiññā bhāvetī”ti. ||| That’s how a mendicant develops and cultivates the eightfold path in this way.”
Ekādasamaṁ.
