Saṁyutta Nikāya 55.37 ||| Linked Discourses 55.37
4. Puññābhisandavagga ||| 4. Overflowing Merit
Mahānāmasutta ||| With Mahānāma
Ekaṁ samayaṁ bhagavā sakkesu viharati kapilavatthusmiṁ nigrodhārāme. ||| At one time the Buddha was staying in the land of the Sakyans, near Kapilavatthu in the Banyan Tree Monastery.
Atha kho mahānāmo sakko yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho mahānāmo sakko bhagavantaṁ etadavoca: ||| Then Mahānāma the Sakyan went up to the Buddha, bowed, sat down to one side, and said to him:
“Kittāvatā nu kho, bhante, upāsako hotī”ti? ||| “Sir, how is a lay follower defined?”
“Yato kho, mahānāma, buddhaṁ saraṇaṁ gato hoti, dhammaṁ saraṇaṁ gato hoti, saṅghaṁ saraṇaṁ gato hoti— ||| “Mahānāma, when you’ve gone for refuge to the Buddha, the teaching, and the Saṅgha,
ettāvatā kho, mahānāma, upāsako hotī”ti. ||| you’re considered to be a lay follower.”
“Kittāvatā pana, bhante, upāsako sīlasampanno hotī”ti? ||| “But how is an ethical lay follower defined?”
“Yato kho, mahānāma, upāsako pāṇātipātā paṭivirato hoti, adinnādānā paṭivirato hoti, kāmesumicchācārā paṭivirato hoti, musāvādā paṭivirato hoti, surāmerayamajjappamādaṭṭhānā paṭivirato hoti— ||| “When a lay follower doesn’t kill living creatures, steal, commit sexual misconduct, lie, or consume beer, wine, and liquor intoxicants,
ettāvatā kho, mahānāma, upāsako sīlasampanno hotī”ti. ||| they’re considered to be an ethical lay follower.”
“Kittāvatā pana, bhante, upāsako saddhāsampanno hotī”ti? ||| “But how is a faithful lay follower defined?”
“Idha, mahānāma, upāsako saddho hoti, saddahati tathāgatassa bodhiṁ— ||| “It’s when a lay follower has faith in the Realized One’s awakening:
itipi so bhagavā …pe… satthā devamanussānaṁ buddho bhagavāti. ||| ‘That Blessed One is perfected, a fully awakened Buddha, accomplished in knowledge and conduct, holy, knower of the world, supreme guide for those fit for training, teacher of gods and humans, awakened, blessed.’
Ettāvatā kho, mahānāma, upāsako saddhāsampanno hotī”ti. ||| Then they’re considered to be a faithful lay follower.”
“Kittāvatā pana, bhante, upāsako cāgasampanno hotī”ti? ||| “But how is a generous lay follower defined?”
“Idha, mahānāma, upāsako vigatamalamaccherena cetasā agāraṁ ajjhāvasati muttacāgo payatapāṇi vossaggarato yācayogo dānasaṁvibhāgarato— ||| “It’s when a lay follower lives at home rid of the stain of stinginess, freely generous, open-handed, loving to let go, committed to charity, loving to give and to share.
ettāvatā kho, mahānāma, upāsako cāgasampanno hotī”ti. ||| Then they’re considered to be a generous lay follower.”
“Kittāvatā pana, bhante, upāsako paññāsampanno hotī”ti? ||| “But how is a wise lay follower defined?”
“Idha, mahānāma, upāsako paññavā hoti udayatthagāminiyā paññāya samannāgato ariyāya nibbedhikāya sammā dukkhakkhayagāminiyā— ||| “It’s when a lay follower is wise. They have the wisdom of arising and passing away which is noble, penetrative, and leads to the complete ending of suffering.
ettāvatā kho, mahānāma, upāsako paññāsampanno hotī”ti. ||| Then they’re considered to be a wise lay follower.”
Sattamaṁ.
