Saṁyutta Nikāya 22.77 ||| Linked Discourses 22.77
8. Khajjanīyavagga ||| 8. Bitable
Dutiyaarahantasutta ||| The Perfected Ones (2nd)
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Rūpaṁ, bhikkhave, aniccaṁ. ||| “Mendicants, form is impermanent.
Yadaniccaṁ taṁ dukkhaṁ; ||| What’s impermanent is suffering.
yaṁ dukkhaṁ tadanattā; ||| What’s suffering is not-self.
yadanattā taṁ ‘netaṁ mama, nesohamasmi, na meso attā’ti …pe… evametaṁ yathābhūtaṁ sammappaññāya daṭṭhabbaṁ. ||| And what’s not-self should be truly seen with right understanding like this: ‘This is not mine, I am not this, this is not my self.’
Evaṁ passaṁ, bhikkhave, sutavā ariyasāvako rūpasmimpi nibbindati, vedanāyapi … saññāyapi … saṅkhāresupi … viññāṇasmimpi nibbindati. ||| Seeing this, a learned noble disciple grows disillusioned with form, feeling, perception, choices, and consciousness.
Nibbindaṁ virajjati; virāgā vimuccati. Vimuttasmiṁ vimuttamiti ñāṇaṁ hoti. ||| Being disillusioned, desire fades away. When desire fades away they’re freed. When they’re freed, they know they’re freed.
‘Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā’ti pajānāti. ||| They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.’
Yāvatā, bhikkhave, sattāvāsā, yāvatā bhavaggaṁ, ete aggā, ete seṭṭhā lokasmiṁ yadidaṁ arahanto”ti. ||| As far as there are abodes of sentient beings, even up until the pinnacle of existence, the perfected ones are the foremost and the best.”
Pañcamaṁ.
