Saṁyutta Nikāya 35.84 ||| Linked Discourses 35.84
9. Channavagga ||| 9. With Channa
Palokadhammasutta ||| Liable to Wear Out
Sāvatthinidānaṁ. ||| At Sāvatthī.
Atha kho āyasmā ānando yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho āyasmā ānando bhagavantaṁ etadavoca: ||| Then Venerable Ānanda went up to the Buddha, bowed, sat down to one side, and said to him:
“‘Loko, loko’ti, bhante, vuccati. ||| “Sir, they speak of this thing called ‘the world’.
Kittāvatā nu kho, bhante, lokoti vuccatī”ti? ||| How is the world defined?”
“Yaṁ kho, ānanda, palokadhammaṁ, ayaṁ vuccati ariyassa vinaye loko. ||| “Ānanda, that which is liable to wear out is called the world in the training of the Noble One.
Kiñca, ānanda, palokadhammaṁ? ||| And what is liable to wear out?
Cakkhu kho, ānanda, palokadhammaṁ, rūpā palokadhammā, cakkhuviññāṇaṁ palokadhammaṁ, cakkhusamphasso palokadhammo, yampidaṁ cakkhusamphassapaccayā …pe… tampi palokadhammaṁ …pe… ||| The eye is liable to wear out. Sights … eye consciousness … eye contact is liable to wear out. The painful, pleasant, or neutral feeling that arises dependent on eye contact is also liable to wear out.
jivhā palokadhammā, rasā palokadhammā, jivhāviññāṇaṁ palokadhammaṁ, jivhāsamphasso palokadhammo, yampidaṁ jivhāsamphassapaccayā …pe… tampi palokadhammaṁ …pe… ||| The ear … nose … tongue … body …
mano palokadhammo, dhammā palokadhammā, manoviññāṇaṁ palokadhammaṁ, manosamphasso palokadhammo, yampidaṁ manosamphassapaccayā uppajjati vedayitaṁ sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā tampi palokadhammaṁ. ||| The mind … ideas … mind consciousness … mind contact is liable to wear out. The painful, pleasant, or neutral feeling that arises dependent on mind contact is also liable to wear out.
Yaṁ kho, ānanda, palokadhammaṁ, ayaṁ vuccati ariyassa vinaye loko”ti. ||| That which is liable to wear out is called the world in the training of the Noble One.”
Paṭhamaṁ.
