Saṁyutta Nikāya 16.4 ||| Linked Discourses 16.4
1. Kassapavagga ||| 1. Kassapa
Kulūpakasutta ||| Visiting Families
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Taṁ kiṁ maññatha, bhikkhave, ||| “What do you think, mendicants?
kathaṁrūpo bhikkhu arahati kulūpako hotuṁ, kathaṁrūpo bhikkhu na arahati kulūpako hotun”ti? ||| What kind of mendicant is worthy of visiting families? And what kind of mendicant is not worthy of visiting families?”
Bhagavaṁmūlakā no, bhante, dhammā …pe… ||| “Our teachings are rooted in the Buddha. …”
bhagavā etadavoca: ||| The Buddha said this:
“Yo hi koci, bhikkhave, bhikkhu evaṁcitto kulāni upasaṅkamati: ||| “Whoever visits families with the thought:
‘dentuyeva me, mā nādaṁsu; ||| ‘May they give to me, may they not fail to give.
bahukaññeva me dentu, mā thokaṁ; ||| May they give a lot, not a little.
paṇītaññeva me dentu, mā lūkhaṁ; ||| May they give me fine things, not coarse.
sīghaññeva me dentu, mā dandhaṁ; ||| May they give quickly, not slowly.
sakkaccaññeva me dentu, mā asakkaccan’ti. ||| May they give carefully, not carelessly.’
Tassa ce, bhikkhave, bhikkhuno evaṁcittassa kulāni upasaṅkamato na denti, tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| If a mendicant with such a thought approaches a family and they don’t give, the mendicant feels slighted. And they experience pain and sadness because of that.
Thokaṁ denti, no bahukaṁ …pe… ||| If they give only a little …
lūkhaṁ denti, no paṇītaṁ … ||| if they give coarse things …
dandhaṁ denti, no sīghaṁ, tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| if they give slowly …
Asakkaccaṁ denti, no sakkaccaṁ; tena bhikkhu sandīyati; so tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| if they give carelessly, the mendicant feels slighted. And they experience pain and sadness because of that.
Evarūpo kho, bhikkhave, bhikkhu na arahati kulūpako hotuṁ. ||| That kind of mendicant is not worthy of visiting families.
Yo ca kho, bhikkhave, bhikkhu evaṁcitto kulāni upasaṅkamati: ||| Whoever visits families with the thought:
‘taṁ kutettha labbhā parakulesu— ||| ‘When among other families, how could I possibly think:
dentuyeva me, mā nādaṁsu; ||| “May they give to me, may they not fail to give.
bahukaññeva me dentu, mā thokaṁ; ||| May they give a lot, not a little.
paṇītaññeva me dentu, mā lūkhaṁ; ||| May they give me fine things, not coarse.
sīghaññeva me dentu, mā dandhaṁ; ||| May they give quickly, not slowly.
sakkaccaññeva me dentu, mā asakkaccan’ti. ||| May they give carefully, not carelessly.”’
Tassa ce, bhikkhave, bhikkhuno evaṁcittassa kulāni upasaṅkamato na denti; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| If a mendicant with such a thought approaches a family and they don’t give, the mendicant doesn’t feel slighted. And they don’t experience pain and sadness because of that.
Thokaṁ denti, no bahukaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| If they give only a little …
Lūkhaṁ denti, no paṇītaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| if they give coarse things …
Dandhaṁ denti, no sīghaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| if they give slowly …
Asakkaccaṁ denti, no sakkaccaṁ; tena bhikkhu na sandīyati; so na tatonidānaṁ dukkhaṁ domanassaṁ paṭisaṁvedayati. ||| if they give carelessly, the mendicant doesn’t feel slighted. And they don’t experience pain and sadness because of that.
Evarūpo kho, bhikkhave, bhikkhu arahati kulūpako hotuṁ. ||| That kind of mendicant is worthy of visiting families.
Kassapo, bhikkhave, evaṁcitto kulāni upasaṅkamati: ||| Kassapa visits families with the thought:
‘taṁ kutettha labbhā parakulesu— ||| ‘When among other families, how could I possibly think:
dentuyeva me, mā nādaṁsu; ||| “May they give to me, may they not fail to give.
