Saṁyutta Nikāya 56.59 ||| Linked Discourses 56.59
6. Abhisamayavagga ||| 6. Comprehension
Paṭhamapabbatūpamasutta ||| A Mountain (1st)
“Seyyathāpi, bhikkhave, puriso himavato pabbatarājassa satta sāsapamattiyo pāsāṇasakkharā upanikkhipeyya. ||| “Mendicants, suppose a person was to place seven pebbles the size of mustard seeds on the Himalayas, the king of mountains.
Taṁ kiṁ maññatha, bhikkhave, ||| What do you think, mendicants?
katamaṁ nu kho bahutaraṁ—yā vā satta sāsapamattiyo pāsāṇasakkharā upanikkhittā, ayaṁ vā himavā pabbatarājā”ti? ||| Which is more: the seven pebbles the size of mustard seeds, or the Himalayas, the king of mountains?”
“Etadeva, bhante, bahutaraṁ, yadidaṁ—himavā pabbatarājā; appamattikā satta sāsapamattiyo pāsāṇasakkharā upanikkhittā. ||| “Sir, the Himalayas, the king of mountains, is certainly more. The seven pebbles the size of mustard seeds are tiny.
Saṅkhampi na upenti, upanidhampi na upenti, kalabhāgampi na upenti himavantaṁ pabbatarājānaṁ upanidhāya satta sāsapamattiyo pāsāṇasakkharā upanikkhittā”ti. ||| Compared to the Himalayas, they don’t count, there’s no comparison, they’re not worth a fraction.”
“Evameva kho, bhikkhave, ariyasāvakassa …pe… ||| “In the same way, for a noble disciple …
yogo karaṇīyo”ti. ||| That’s why you should practice meditation …”
Navamaṁ.
