Saṁyutta Nikāya 12.58 ||| Linked Discourses 12.58
6. Dukkhavagga ||| 6. A Tree
Nāmarūpasutta ||| Name and Form
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Saṁyojaniyesu, bhikkhave, dhammesu assādānupassino viharato nāmarūpassa avakkanti hoti. ||| “There are things that tighten the fetters. When you concentrate on the gratification provided by these things, name and form are conceived.
Nāmarūpapaccayā saḷāyatanaṁ …pe… ||| Name and form are requirements for the six sense fields. …
evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
Seyyathāpi, bhikkhave, mahārukkho. ||| Suppose there was a great tree.
Tassa yāni ceva mūlāni adhogamāni, yāni ca tiriyaṅgamāni, sabbāni tāni uddhaṁ ojaṁ abhiharanti. ||| And its roots going downwards and across all draw the sap upwards.
Evañhi so, bhikkhave, mahārukkho tadāhāro tadupādāno ciraṁ dīghamaddhānaṁ tiṭṭheyya. ||| Fed and fuelled by that, the great tree would stand for a long time.
Evameva kho, bhikkhave, saṁyojaniyesu dhammesu assādānupassino viharato nāmarūpassa avakkanti hoti …pe…. ||| In the same way, there are things that tighten the fetters. When you concentrate on the gratification provided by these things, name and form are conceived. …
Saṁyojaniyesu, bhikkhave, dhammesu ādīnavānupassino viharato nāmarūpassa avakkanti na hoti. ||| There are things that tighten the fetters. When you concentrate on the drawbacks of these things, name and form are not conceived.
Nāmarūpanirodhā saḷāyatananirodho …pe… ||| When name and form cease, the six sense fields cease. …
evametassa kevalassa dukkhakkhandhassa nirodho hoti. ||| That is how this entire mass of suffering ceases.
Seyyathāpi, bhikkhave, mahārukkho. ||| Suppose there was a great tree.
Atha puriso āgaccheyya kuddālapiṭakaṁ ādāya …pe… ||| Then a person comes along with a spade and basket. …
āyatiṁ anuppādadhammo. ||| In this way the great tree is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.
Evameva kho, bhikkhave, saṁyojaniyesu dhammesu ādīnavānupassino viharato nāmarūpassa avakkanti na hoti. ||| In the same way, there are things that tighten the fetters. When you concentrate on the drawbacks of these things, name and form are not conceived.
Nāmarūpanirodhā saḷāyatananirodho …pe… ||| When name and form cease, the six sense fields cease. …
evametassa kevalassa dukkhakkhandhassa nirodho hotī”ti. ||| That is how this entire mass of suffering ceases.”
Aṭṭhamaṁ.
