Saṁyutta Nikāya 4.11 ||| Linked Discourses 4.11
2. Dutiyavagga ||| 2. Rule
Pāsāṇasutta ||| Boulders
Ekaṁ samayaṁ bhagavā rājagahe viharati gijjhakūṭe pabbate. ||| At one time the Buddha was staying near Rājagaha, on the Vulture’s Peak Mountain.
Tena kho pana samayena bhagavā rattandhakāratimisāyaṁ abbhokāse nisinno hoti, devo ca ekamekaṁ phusāyati. ||| Now at that time the Buddha was meditating in the open during the dark of night, while a gentle rain drizzled down.
Atha kho māro pāpimā bhagavato bhayaṁ chambhitattaṁ lomahaṁsaṁ uppādetukāmo yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavato avidūre mahante pāsāṇe padālesi. ||| Then Māra the Wicked, wanting to make the Buddha feel fear, terror, and goosebumps, approached him, and crushed some large boulders close by him.
Atha kho bhagavā “māro ayaṁ pāpimā” iti viditvā māraṁ pāpimantaṁ gāthāya ajjhabhāsi: ||| Then the Buddha, knowing that this was Māra the Wicked, addressed him in verse:
“Sacepi kevalaṁ sabbaṁ, ||| “Even if you shake
gijjhakūṭaṁ calessasi; ||| this entire Vulture’s Peak,
Neva sammāvimuttānaṁ, ||| the rightly released,
buddhānaṁ atthi iñjitan”ti. ||| the awakened, are unshaken.”
Atha kho māro pāpimā “jānāti maṁ bhagavā, jānāti maṁ sugato”ti dukkhī dummano tatthevantaradhāyīti. ||| Then Māra the Wicked, thinking, “The Buddha knows me! The Holy One knows me!” miserable and sad, vanished right there.
