Saṁyutta Nikāya 48.58 ||| Linked Discourses 48.58
6. Sūkarakhatavagga ||| 6. The Boar’s Cave
Sūkarakhatasutta ||| The Boar’s Cave
Ekaṁ samayaṁ bhagavā rājagahe viharati gijjhakūṭe pabbate sūkarakhatāyaṁ. ||| At one time the Buddha was staying near Rājagaha, on the Vulture’s Peak Mountain in the Boar’s Cave.
Tatra kho bhagavā āyasmantaṁ sāriputtaṁ āmantesi: ||| Then the Buddha said to Venerable Sāriputta:
“kiṁ nu kho, sāriputta, atthavasaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti? ||| “Sāriputta, considering what benefit does a mendicant with defilements ended, in rolling forth, roll forth with utmost deference for the Realized One or his instructions?”
“Anuttarañhi, bhante, yogakkhemaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti. ||| “Sir, it is considering the supreme sanctuary from the yoke that a mendicant with defilements ended, in rolling forth, rolls forth with utmost deference for the Realized One or his instructions.”
“Sādhu sādhu, sāriputta. ||| “Good, good, Sāriputta!
Anuttarañhi, sāriputta, yogakkhemaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattati. ||| For it is considering the supreme sanctuary from the yoke that a mendicant whose defilements are ended, in rolling forth, rolls forth with utmost deference for the Realized One or his instructions.
Katamo ca, sāriputta, anuttaro yogakkhemo yaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti? ||| And what is that supreme sanctuary from the yoke?”
“Idha, bhante, khīṇāsavo bhikkhu saddhindriyaṁ bhāveti upasamagāmiṁ sambodhagāmiṁ, ||| “It’s when a mendicant with defilements ended develops the faculties of faith,
vīriyindriyaṁ bhāveti …pe… ||| energy,
satindriyaṁ bhāveti … ||| mindfulness,
samādhindriyaṁ bhāveti … ||| immersion,
paññindriyaṁ bhāveti upasamagāmiṁ sambodhagāmiṁ. ||| and wisdom, which lead to peace and awakening.
Ayaṁ kho, bhante, anuttaro yogakkhemo yaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti. ||| It is considering this supreme sanctuary from the yoke that a mendicant with defilements ended, in rolling forth, rolls forth with utmost deference for the Realized One or his instructions.”
“Sādhu sādhu, sāriputta. ||| “Good, good, Sāriputta!
Eso hi, sāriputta, anuttaro yogakkhemo yaṁ sampassamāno khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatīti. ||| For this is that supreme sanctuary from the yoke.
Katamo ca, sāriputta, paramanipaccakāro yaṁ khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti? ||| And what is that utmost deference that a mendicant with defilements ended, in rolling forth, shows towards the Realized One or his instructions?”
“Idha, bhante, khīṇāsavo bhikkhu satthari sagāravo viharati sappatisso, dhamme sagāravo viharati sappatisso, saṅghe sagāravo viharati sappatisso, sikkhāya sagāravo viharati sappatisso, samādhismiṁ sagāravo viharati sappatisso. ||| “It’s when a mendicant with defilements ended maintains respect and reverence for the Teacher, the teaching, the Saṅgha, the training, and immersion.
Ayaṁ kho, bhante, paramanipaccakāro yaṁ khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti. ||| This is that utmost deference.”
“Sādhu sādhu, sāriputta. ||| “Good, good, Sāriputta!
Eso hi, sāriputta, paramanipaccakāro yaṁ khīṇāsavo bhikkhu tathāgate vā tathāgatasāsane vā paramanipaccakāraṁ pavattamāno pavattatī”ti. ||| For this is that utmost deference that a mendicant with defilements ended, in rolling forth, shows towards the Realized One or his instructions.”
Aṭṭhamaṁ.
