Saṁyutta Nikāya 16.11 ||| Linked Discourses 16.11
1. Kassapavagga ||| 1. Kassapa
Cīvarasutta ||| Robes
Ekaṁ samayaṁ āyasmā mahākassapo rājagahe viharati veḷuvane kalandakanivāpe. ||| At one time Venerable Mahākassapa was staying near Rājagaha, in the Bamboo Grove, the squirrels’ feeding ground.
Tena kho pana samayena āyasmā ānando dakkhiṇagirismiṁ cārikaṁ carati mahatā bhikkhusaṅghena saddhiṁ. ||| Now at that time Venerable Ānanda was wandering in the Southern Hills together with a large Saṅgha of mendicants.
Tena kho pana samayena āyasmato ānandassa tiṁsamattā saddhivihārino bhikkhū sikkhaṁ paccakkhāya hīnāyāvattā bhavanti yebhuyyena kumārabhūtā. ||| And at that time thirty of Ānanda’s mendicant protégés resigned the training and returned to a lesser life. Most of them were youths.
Atha kho āyasmā ānando dakkhiṇagirismiṁ yathābhirantaṁ cārikaṁ caritvā yena rājagahaṁ veḷuvanaṁ kalandakanivāpo yenāyasmā mahākassapo tenupasaṅkami; upasaṅkamitvā āyasmantaṁ mahākassapaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho āyasmantaṁ ānandaṁ āyasmā mahākassapo etadavoca: ||| When Venerable Ānanda had wandered in the Southern Hills as long as he pleased, he set out for Rājagaha, to the Bamboo Grove, the squirrels’ feeding ground. He went up to Venerable Mahākassapa, bowed, and sat down to one side. Mahākassapa said to him:
“kati nu kho, āvuso ānanda, atthavase paṭicca bhagavatā kulesu tikabhojanaṁ paññattan”ti? ||| “Reverend Ānanda, for how many reasons did the Buddha lay down a rule against eating in groups of more than three among families?”
“Tayo kho, bhante kassapa, atthavase paṭicca bhagavatā kulesu tikabhojanaṁ paññattaṁ— ||| “Sir, the Buddha laid down that rule for three reasons.
dummaṅkūnaṁ puggalānaṁ niggahāya pesalānaṁ bhikkhūnaṁ phāsuvihārāya, mā pāpicchā pakkhaṁ nissāya saṅghaṁ bhindeyyuṁ, kulānuddayatāya ca. ||| For keeping difficult individuals in check and for the comfort of good-hearted mendicants. To prevent those of corrupt wishes from taking sides and dividing the Saṅgha. And out of consideration for families.
Ime kho, bhante kassapa, tayo atthavase paṭicca bhagavatā kulesu tikabhojanaṁ paññattan”ti. ||| These are the three reasons why the Buddha laid down that rule.”
“Atha kiñcarahi tvaṁ, āvuso ānanda, imehi navehi bhikkhūhi indriyesu aguttadvārehi bhojane amattaññūhi jāgariyaṁ ananuyuttehi saddhiṁ cārikaṁ carasi? ||| “So what then are you doing, wandering together with these junior mendicants? They don’t guard their sense doors, they eat too much, and they’re not committed to wakefulness.
Sassaghātaṁ maññe carasi, kulūpaghātaṁ maññe carasi. ||| It’s like you’re wandering about wrecking crops and ruining families!
Olujjati kho te, āvuso ānanda, parisā; ||| Your following is falling away, Reverend Ānanda,
palujjanti kho te, āvuso, navappāyā. ||| and those just getting started are falling apart.
Na vāyaṁ kumārako mattamaññāsī”ti. ||| Yet this boy knows no limit!”
“Api me, bhante kassapa, sirasmiṁ palitāni jātāni. ||| “Though there are grey hairs on my head,
Atha ca pana mayaṁ ajjāpi āyasmato mahākassapassa kumārakavādā na muccāmā”ti. ||| I still can’t escape being called a boy by Venerable Mahākassapa.”
“Tathā hi pana tvaṁ, āvuso ānanda, imehi navehi bhikkhūhi indriyesu aguttadvārehi bhojane amattaññūhi jāgariyaṁ ananuyuttehi saddhiṁ cārikaṁ carasi, sassaghātaṁ maññe carasi, kulūpaghātaṁ maññe carasi. ||| “It’s because you wander with these junior mendicants. …
Olujjati kho te, āvuso ānanda, parisā; ||| Your following is falling away, Reverend Ānanda,
palujjanti kho te, āvuso, navappāyā. ||| and those just getting started are falling apart.
