Saṁyutta Nikāya 26.1 ||| Linked Discourses 26.1
1. Uppādavagga ||| 1. Arising
Cakkhusutta ||| The Eye
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Yo kho, bhikkhave, cakkhussa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| “Mendicants, the arising, continuation, and manifestation and regeneration of the eye is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo sotassa uppādo ṭhiti …pe… ||| The arising, continuation, and manifestation and regeneration of the ear,
yo ghānassa uppādo ṭhiti … ||| nose,
yo jivhāya uppādo ṭhiti … ||| tongue,
yo kāyassa uppādo ṭhiti … ||| body,
yo manassa uppādo ṭhiti abhinibbatti pātubhāvo, dukkhasseso uppādo, rogānaṁ ṭhiti, jarāmaraṇassa pātubhāvo. ||| and mind is the arising of suffering, the continuation of diseases, and the manifestation of old age and death.
Yo ca, bhikkhave, cakkhussa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo. ||| The cessation, settling, and disappearance of the eye is the cessation of suffering, the settling of diseases, and the disappearance of old age and death.
Yo sotassa nirodho …pe… ||| The cessation, settling, and ending of the ear,
yo ghānassa nirodho … ||| nose,
yo jivhāya nirodho … ||| tongue,
yo kāyassa nirodho … ||| body,
yo manassa nirodho vūpasamo atthaṅgamo, dukkhasseso nirodho, rogānaṁ vūpasamo, jarāmaraṇassa atthaṅgamo”ti. ||| and mind is the cessation of suffering, the settling of diseases, and the disappearance of old age and death.”
Paṭhamaṁ.
