Saṁyutta Nikāya 12.57 ||| Linked Discourses 12.57
6. Dukkhavagga ||| 6. A Tree
Taruṇarukkhasutta ||| A Sapling
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Saṁyojaniyesu, bhikkhave, dhammesu assādānupassino viharato taṇhā pavaḍḍhati. ||| “There are things that tighten the fetters. When you concentrate on the gratification provided by these things, your craving grows.
Taṇhāpaccayā upādānaṁ …pe… ||| Craving is a requirement for grasping. …
evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
Seyyathāpi, bhikkhave, taruṇo rukkho. ||| Suppose there was a sapling.
Tassa puriso kālena kālaṁ mūlāni palimajjeyya kālena kālaṁ paṁsuṁ dadeyya, kālena kālaṁ udakaṁ dadeyya. ||| And from time to time someone would clear around the roots, supply soil, and water it.
Evañhi so, bhikkhave, taruṇo rukkho tadāhāro tadupādāno vuddhiṁ virūḷhiṁ vepullaṁ āpajjeyya. ||| Fed and fuelled by that, the sapling would grow, increase, and mature.
Evameva kho, bhikkhave, saṁyojaniyesu dhammesu assādānupassino viharato taṇhā pavaḍḍhati. ||| In the same way, there are things that tighten the fetters. When you concentrate on the gratification provided by these things, your craving grows.
Taṇhāpaccayā upādānaṁ …pe… ||| Craving is a requirement for grasping. …
evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
Saṁyojaniyesu, bhikkhave, dhammesu ādīnavānupassino viharato taṇhā nirujjhati. ||| There are things that tighten the fetters. When you concentrate on the drawbacks of these things, your craving ceases.
Taṇhānirodhā upādānanirodho …pe… ||| When craving ceases, grasping ceases. …
evametassa kevalassa dukkhakkhandhassa nirodho hoti. ||| That is how this entire mass of suffering ceases.
Seyyathāpi, bhikkhave, taruṇo rukkho. ||| Suppose there was a sapling.
Atha puriso āgaccheyya kuddālapiṭakaṁ ādāya …pe… ||| Then a person comes along with a spade and basket. …
nadiyā vā sīghasotāya pavāheyya. ||| They’d cut the sapling apart, cut up the parts, and chop it into splinters. They’d dry the splinters in the wind and sun, burn them with fire, and reduce them to ashes. Then they’d winnow the ashes in a strong wind, or glide them down a swift stream.
Evañhi so, bhikkhave, taruṇo rukkho ucchinnamūlo assa tālāvatthukato anabhāvaṅkato āyatiṁ anuppādadhammo. ||| In this way the sapling is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.
Evameva kho, bhikkhave, saṁyojaniyesu dhammesu ādīnavānupassino viharato taṇhā nirujjhati. ||| In the same way, there are things that tighten the fetters. When you concentrate on the drawbacks of these things, your craving ceases.
Taṇhānirodhā upādānanirodho …pe… ||| When craving ceases, grasping ceases. …
evametassa kevalassa dukkhakkhandhassa nirodho hotī”ti. ||| That is how this entire mass of suffering ceases.”
Sattamaṁ.
