Saṁyutta Nikāya 28.4 ||| Linked Discourses 28.4
1. Sāriputtavagga ||| 1. With Sāriputta
Upekkhāsutta ||| Equanimity
Sāvatthinidānaṁ. ||| At Sāvatthī.
Addasā kho āyasmā ānando …pe… ||| Venerable Ānanda saw Venerable Sāriputta and said to him:
“vippasannāni kho te, āvuso sāriputta, indriyāni; parisuddho mukhavaṇṇo pariyodāto. ||| “Reverend Sāriputta, your faculties are so very clear, and your complexion is pure and bright.
Katamenāyasmā sāriputto ajja vihārena vihāsī”ti? ||| What meditation were you practicing today?”
“Idhāhaṁ, āvuso, sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharāmi. ||| “Reverend, with the giving up of pleasure and pain, and the ending of former happiness and sadness, I entered and remained in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness.
Tassa mayhaṁ, āvuso, na evaṁ hoti: ||| But it didn’t occur to me:
‘ahaṁ catutthaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ catutthaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ catutthā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the fourth absorption’ or ‘I have entered the fourth absorption’ or ‘I am emerging from the fourth absorption’.”
Tathā hi panāyasmato sāriputtassa dīgharattaṁ ahaṅkāramamaṅkāramānānusayā susamūhatā. ||| “That must be because Venerable Sāriputta has long ago totally eradicated I-making, mine-making, and the underlying tendency to conceit.
Tasmā āyasmato sāriputtassa na evaṁ hoti: ||| That’s why it didn’t occur to you:
“‘ahaṁ catutthaṁ jhānaṁ samāpajjāmī’ti vā ‘ahaṁ catutthaṁ jhānaṁ samāpanno’ti vā ‘ahaṁ catutthā jhānā vuṭṭhito’ti vā”ti. ||| ‘I am entering the fourth absorption’ or ‘I have entered the fourth absorption’ or ‘I am emerging from the fourth absorption’.”
Catutthaṁ.
