Saṁyutta Nikāya 21.8 ||| Linked Discourses 21.8
1. Bhikkhuvagga ||| 1. Monks
Nandasutta ||| With Nanda
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
Atha kho āyasmā nando bhagavato mātucchāputto ākoṭitapaccākoṭitāni cīvarāni pārupitvā akkhīni añjetvā acchaṁ pattaṁ gahetvā yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinnaṁ kho āyasmantaṁ nandaṁ bhagavā etadavoca: ||| Then Venerable Nanda—the Buddha’s cousin on his mother’s side—dressed in nicely pressed and ironed robes, applied eyeshadow, and took a glazed bowl. He went to the Buddha, bowed, and sat down to one side. The Buddha said to him:
“na kho te taṁ, nanda, patirūpaṁ kulaputtassa saddhā agārasmā anagāriyaṁ pabbajitassa, yaṁ tvaṁ ākoṭitapaccākoṭitāni cīvarāni pārupeyyāsi, akkhīni ca añjeyyāsi, acchañca pattaṁ dhāreyyāsi. ||| “Nanda, as a gentleman who has gone forth out of faith from the lay life to homelessness, it’s not appropriate for you to dress in nicely pressed and ironed robes, apply eyeshadow, and carry a glazed bowl.
Etaṁ kho te, nanda, patirūpaṁ kulaputtassa saddhā agārasmā anagāriyaṁ pabbajitassa, yaṁ tvaṁ āraññiko ca assasi, piṇḍapātiko ca paṁsukūliko ca kāmesu ca anapekkho vihareyyāsī”ti. ||| It’s appropriate for you to stay in the wilderness, eat only almsfood, wear rag robes, and live without concern for sensual pleasures.”
Idamavoca bhagavā …pe… ||| That is what the Buddha said.
satthā: ||| Then the Holy One, the Teacher, went on to say:
“Kadāhaṁ nandaṁ passeyyaṁ, ||| “When will I see Nanda
āraññaṁ paṁsukūlikaṁ; ||| in the wilderness, wearing rag robes,
Aññātuñchena yāpentaṁ, ||| feeding on scraps offered by strangers,
kāmesu anapekkhinan”ti. ||| unconcerned for sensual pleasures?”
Atha kho āyasmā nando aparena samayena āraññiko ca piṇḍapātiko ca paṁsukūliko ca kāmesu ca anapekkho vihāsīti. ||| Then some time later Venerable Nanda stayed in the wilderness, ate only almsfood, wore rag robes, and lived without concern for sensual pleasures.
Aṭṭhamaṁ.
