Saṁyutta Nikāya 35.120 ||| Linked Discourses 35.120
12. Lokakāmaguṇavagga ||| 12. The World and the Kinds of Sensual Stimulation
Sāriputtasaddhivihārikasutta ||| Sāriputta and the Protégé
Ekaṁ samayaṁ āyasmā sāriputto sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time Venerable Sāriputta was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Atha kho aññataro bhikkhu yenāyasmā sāriputto tenupasaṅkami; upasaṅkamitvā āyasmatā sāriputtena saddhiṁ sammodi. ||| Then a certain mendicant went up to Venerable Sāriputta, and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho so bhikkhu āyasmantaṁ sāriputtaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side, and said to him,
“saddhivihāriko, āvuso sāriputta, bhikkhu sikkhaṁ paccakkhāya hīnāyāvatto”ti. ||| “Reverend Sāriputta, a mendicant protégé of mine has resigned the training and returned to a lesser life.”
“Evametaṁ, āvuso, hoti indriyesu aguttadvārassa, bhojane amattaññuno, jāgariyaṁ ananuyuttassa. ||| “That’s how it is, reverend, when someone doesn’t guard the sense doors, eats too much, and is not committed to wakefulness.
‘So vatāvuso, bhikkhu indriyesu aguttadvāro bhojane amattaññū jāgariyaṁ ananuyutto yāvajīvaṁ paripuṇṇaṁ parisuddhaṁ brahmacariyaṁ santānessatī’ti netaṁ ṭhānaṁ vijjati. ||| It is quite impossible for such a mendicant to maintain the full and pure spiritual life for the rest of their life.
‘So vatāvuso, bhikkhu indriyesu guttadvāro, bhojane mattaññū, jāgariyaṁ anuyutto yāvajīvaṁ paripuṇṇaṁ parisuddhaṁ brahmacariyaṁ santānessatī’ti ṭhānametaṁ vijjati. ||| But it is quite possible for a mendicant to maintain the full and pure spiritual life for the rest of their life if they guard the sense doors, eat in moderation, and are committed to wakefulness.
Kathañcāvuso, indriyesu guttadvāro hoti? ||| And how does someone guard the sense doors?
Idhāvuso, bhikkhu cakkhunā rūpaṁ disvā na nimittaggāhī hoti nānubyañjanaggāhī. ||| When a mendicant sees a sight with the eyes, they don’t get caught up in the features and details.
Yatvādhikaraṇamenaṁ cakkhundriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ tassa saṁvarāya paṭipajjati, rakkhati cakkhundriyaṁ, cakkhundriye saṁvaraṁ āpajjati. ||| If the faculty of sight were left unrestrained, bad unskillful qualities of covetousness and displeasure would become overwhelming. For this reason, they practice restraint, protecting the faculty of sight, and achieving its restraint.
Sotena saddaṁ sutvā … ||| When they hear a sound with their ears …
ghānena gandhaṁ ghāyitvā … ||| When they smell an odor with their nose …
jivhāya rasaṁ sāyitvā … ||| When they taste a flavor with their tongue …
kāyena phoṭṭhabbaṁ phusitvā … ||| When they feel a touch with their body …
manasā dhammaṁ viññāya na nimittaggāhī hoti nānubyañjanaggāhī. ||| When they know an idea with their mind, they don’t get caught up in the features and details.
Yatvādhikaraṇamenaṁ manindriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ, tassa saṁvarāya paṭipajjati, rakkhati manindriyaṁ, manindriye saṁvaraṁ āpajjati. ||| If the faculty of mind were left unrestrained, bad unskillful qualities of covetousness and displeasure would become overwhelming. For this reason, they practice restraint, protecting the faculty of mind, and achieving its restraint.
