Saṁyutta Nikāya 35.119 ||| Linked Discourses 35.119
12. Lokakāmaguṇavagga ||| 12. The World and the Kinds of Sensual Stimulation
Pañcasikhasutta ||| The Question of Pañcasikha
Ekaṁ samayaṁ bhagavā rājagahe viharati gijjhakūṭe pabbate. ||| At one time the Buddha was staying near Rājagaha, on the Vulture’s Peak Mountain.
Atha kho pañcasikho gandhabbadevaputto yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ aṭṭhāsi. Ekamantaṁ ṭhito kho pañcasikho gandhabbadevaputto bhagavantaṁ etadavoca: ||| And then the centaur Pañcasikha went up to the Buddha, bowed, stood to one side, and said to him:
“ko nu kho, bhante, hetu, ko paccayo yena m’idhekacce sattā diṭṭheva dhamme no parinibbāyanti? ||| “What is the cause, sir, what is the reason why some sentient beings are not fully extinguished in this very life?
Ko pana, bhante, hetu, ko paccayo yena m’idhekacce sattā diṭṭheva dhamme parinibbāyantī”ti? ||| What is the cause, sir, what is the reason why some sentient beings are fully extinguished in this very life?”
“Santi kho, pañcasikha, cakkhuviññeyyā rūpā …pe… ||| “Pañcasikha, there are sights known by the eye …
santi kho, pañcasikha, manoviññeyyā dhammā, iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu abhinandati abhivadati ajjhosāya tiṭṭhati. ||| If a mendicant approves, welcomes, and keeps clinging to them,
Tassa taṁ abhinandato abhivadato ajjhosāya tiṭṭhato tannissitaṁ viññāṇaṁ hoti tadupādānaṁ. ||| their consciousness has that as support and fuel for grasping.
Saupādāno, pañcasikha, bhikkhu no parinibbāyati. ||| A mendicant with fuel for grasping does not become extinguished.
Ayaṁ kho, pañcasikha, hetu, ayaṁ paccayo yena m’idhekacce sattā diṭṭheva dhamme no parinibbāyanti. ||| That’s the cause, that’s the reason why some sentient beings are not fully extinguished in this very life.
Santi ca kho, pañcasikha, cakkhuviññeyyā rūpā iṭṭhā kantā manāpā …pe… ||| There are sights known by the eye …
santi kho, pañcasikha, manoviññeyyā dhammā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā. ||| ideas known by the mind, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
Tañce bhikkhu nābhinandati nābhivadati nājjhosāya tiṭṭhati, tassa taṁ anabhinandato anabhivadato anajjhosāya tiṭṭhato na tannissitaṁ viññāṇaṁ hoti, na tadupādānaṁ. ||| If a mendicant doesn’t approve, welcome, and keep clinging to them, their consciousness doesn’t have that as support and fuel for grasping.
Anupādāno, pañcasikha, bhikkhu parinibbāyati. ||| A mendicant free of grasping becomes extinguished.
Ayaṁ kho, pañcasikha, hetu, ayaṁ paccayo yena m’idhekacce sattā diṭṭheva dhamme parinibbāyantī”ti. ||| That’s the cause, that’s the reason why some sentient beings are fully extinguished in this very life.”
Chaṭṭhaṁ.
