Saṁyutta Nikāya 52.2 ||| Linked Discourses 52.2
1. Rahogatavagga ||| 1. In Private
Dutiyarahogatasutta ||| In Private (2nd)
Sāvatthinidānaṁ. ||| At Sāvatthī.
Atha kho āyasmato anuruddhassa rahogatassa paṭisallīnassa evaṁ cetaso parivitakko udapādi: ||| Then as Anuruddha was in private retreat this thought came to his mind:
“yesaṁ kesañci cattāro satipaṭṭhānā viraddhā, viraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī; ||| “Whoever has missed out on these four kinds of mindfulness meditation has missed out on the noble path to the complete ending of suffering.
yesaṁ kesañci cattāro satipaṭṭhānā āraddhā, āraddho tesaṁ ariyo maggo sammā dukkhakkhayagāmī”ti. ||| Whoever has undertaken these four kinds of mindfulness meditation has undertaken the noble path to the complete ending of suffering.”
Atha kho āyasmā mahāmoggallāno āyasmato anuruddhassa cetasā cetoparivitakkamaññāya—seyyathāpi nāma balavā puriso samiñjitaṁ vā bāhaṁ pasāreyya, pasāritaṁ vā bāhaṁ samiñjeyya; evameva—āyasmato anuruddhassa sammukhe pāturahosi. Atha kho āyasmā mahāmoggallāno āyasmantaṁ anuruddhaṁ etadavoca: ||| Then Venerable Mahāmoggallāna knew what Venerable Anuruddha was thinking. As easily as a strong person would extend or contract their arm, he reappeared in front of Anuruddha and said to him:
“kittāvatā nu kho, āvuso anuruddha, bhikkhuno cattāro satipaṭṭhānā āraddhā hontī”ti? ||| “Reverend Anuruddha, how do you define the undertaking of the four kinds of mindfulness meditation by a mendicant?”
“Idhāvuso, bhikkhu ajjhattaṁ kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| “Reverend, it’s when a mendicant meditates by observing an aspect of the body internally—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Bahiddhā kāye kāyānupassī viharati …pe… ||| They meditate observing an aspect of the body externally …
ajjhattabahiddhā kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| internally and externally—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Ajjhattaṁ vedanāsu vedanānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| They meditate observing an aspect of feelings internally …
Bahiddhā vedanāsu vedanānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| externally …
Ajjhattabahiddhā vedanāsu vedanānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| internally and externally …
Ajjhattaṁ citte …pe… ||| They meditate observing an aspect of the mind internally …
bahiddhā citte …pe… ||| externally …
ajjhattabahiddhā citte cittānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| internally and externally …
Ajjhattaṁ dhammesu …pe… ||| They meditate observing an aspect of principles internally …
bahiddhā dhammesu …pe… ||| externally …
ajjhattabahiddhā dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| internally and externally—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Ettāvatā kho, āvuso, bhikkhuno cattāro satipaṭṭhānā āraddhā hontī”ti. ||| That’s how to define the undertaking of the four kinds of mindfulness meditation by a mendicant.”
Dutiyaṁ.
