Saṁyutta Nikāya 46.38 ||| Linked Discourses 46.38
4. Nīvaraṇavagga ||| 4. Hindrances
Anīvaraṇasutta ||| Without Obstacles
Yasmiṁ, bhikkhave, samaye ariyasāvako aṭṭhiṁ katvā manasi katvā sabbaṁ cetaso samannāharitvā ohitasoto dhammaṁ suṇāti, imassa pañca nīvaraṇā tasmiṁ samaye na honti. Satta bojjhaṅgā tasmiṁ samaye bhāvanāpāripūriṁ gacchanti. ||| “Mendicants, sometimes a noble disciple pays attention, applies the mind, concentrates wholeheartedly, and actively listens to the teaching. At such a time the five hindrances are absent, and the seven awakening factors are fully developed.
Katame pañca nīvaraṇā tasmiṁ samaye na honti? ||| What are the five hindrances that are absent?
Kāmacchandanīvaraṇaṁ tasmiṁ samaye na hoti, byāpādanīvaraṇaṁ tasmiṁ samaye na hoti, thinamiddhanīvaraṇaṁ tasmiṁ samaye na hoti, uddhaccakukkuccanīvaraṇaṁ tasmiṁ samaye na hoti, vicikicchānīvaraṇaṁ tasmiṁ samaye na hoti. ||| Sensual desire, ill will, dullness and drowsiness, restlessness and remorse, and doubt.
Imassa pañca nīvaraṇā tasmiṁ samaye na honti. ||| These are the five hindrances that are absent.
Katame satta bojjhaṅgā tasmiṁ samaye bhāvanāpāripūriṁ gacchanti? ||| And what are the seven awakening factors that are fully developed?
Satisambojjhaṅgo tasmiṁ samaye bhāvanāpāripūriṁ gacchati …pe… upekkhāsambojjhaṅgo tasmiṁ samaye bhāvanāpāripūriṁ gacchati. ||| The awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion, and equanimity.
Ime satta bojjhaṅgā tasmiṁ samaye bhāvanāpāripūriṁ gacchanti. ||| These are the seven awakening factors that are fully developed.
Yasmiṁ, bhikkhave, samaye ariyasāvako aṭṭhiṁ katvā manasi katvā sabbaṁ cetaso samannāharitvā ohitasoto dhammaṁ suṇāti, imassa pañca nīvaraṇā tasmiṁ samaye na honti. Ime satta bojjhaṅgā tasmiṁ samaye bhāvanāpāripūriṁ gacchantī”ti. ||| Sometimes a noble disciple pays attention, applies the mind, concentrates wholeheartedly, and actively listens to the teaching. At such a time the five hindrances are absent, and the seven awakening factors are fully developed.”
Aṭṭhamaṁ.
