Saṁyutta Nikāya 47.16 ||| Linked Discourses 47.16
2. Nālandavagga ||| 2. At Nāḷandā
Uttiyasutta ||| With Uttiya
Sāvatthinidānaṁ. ||| At Sāvatthī.
Atha kho āyasmā uttiyo yena bhagavā tenupasaṅkami …pe… ekamantaṁ nisinno kho āyasmā uttiyo bhagavantaṁ etadavoca: ||| Then Venerable Uttiya went up to the Buddha … and asked him,
“sādhu me, bhante, bhagavā saṅkhittena dhammaṁ desetu, yamahaṁ bhagavato dhammaṁ sutvā eko vūpakaṭṭho appamatto ātāpī pahitatto vihareyyan”ti. ||| “Sir, may the Buddha please teach me Dhamma in brief. When I’ve heard it, I’ll live alone, withdrawn, diligent, keen, and resolute.”
“Tasmātiha tvaṁ, uttiya, ādimeva visodhehi kusalesu dhammesu. ||| “Well then, Uttiya, you should purify the starting point of skillful qualities.
Ko cādi kusalānaṁ dhammānaṁ? ||| What is the starting point of skillful qualities?
Sīlañca suvisuddhaṁ, diṭṭhi ca ujukā. ||| Well purified ethics and correct view.
Yato ca kho te, uttiya, sīlañca suvisuddhaṁ bhavissati, diṭṭhi ca ujukā, tato tvaṁ, uttiya, sīlaṁ nissāya sīle patiṭṭhāya cattāro satipaṭṭhāne bhāveyyāsi. ||| When your ethics are well purified and your view is correct, you should develop the four kinds of mindfulness meditation, depending on and grounded on ethics.
Katame cattāro? ||| What four?
Idha tvaṁ, uttiya, kāye kāyānupassī viharāhi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| Meditate observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| Meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharāhi ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Yato kho tvaṁ, uttiya, sīlaṁ nissāya sīle patiṭṭhāya ime cattāro satipaṭṭhāne evaṁ bhāvessasi, tato tvaṁ, uttiya, gamissasi maccudheyyassa pāran”ti. ||| When you develop these four kinds of mindfulness meditation, depending on and grounded on ethics, you’ll cross beyond Death’s dominion.”
Atha kho āyasmā uttiyo bhagavato bhāsitaṁ abhinanditvā anumoditvā uṭṭhāyāsanā bhagavantaṁ abhivādetvā padakkhiṇaṁ katvā pakkāmi. ||| And then Venerable Uttiya approved and agreed with what the Buddha said. He got up from his seat, bowed, and respectfully circled the Buddha, keeping him on his right, before leaving.
Atha kho āyasmā uttiyo eko vūpakaṭṭho appamatto ātāpī pahitatto viharanto nacirasseva—yassatthāya kulaputtā sammadeva agārasmā anagāriyaṁ pabbajanti, tadanuttaraṁ—brahmacariyapariyosānaṁ diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja vihāsi. ||| Then Uttiya, living alone, withdrawn, diligent, keen, and resolute, soon realized the supreme end of the spiritual path in this very life. He lived having achieved with his own insight the goal for which gentlemen rightly go forth from the lay life to homelessness.
“Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā”ti abbhaññāsi. ||| He understood: “Rebirth is ended; the spiritual journey has been completed; what had to be done has been done; there is nothing further for this place.”
Aññataro ca panāyasmā uttiyo arahataṁ ahosīti. ||| And Venerable Uttiya became one of the perfected.
Chaṭṭhaṁ.
