Majjhima Nikāya 104 ||| Middle Discourses 104
Sāmagāmasutta ||| At Sāmagāma
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sakkesu viharati sāmagāme. ||| At one time the Buddha was staying in the land of the Sakyans near the village of Sāma.
Tena kho pana samayena nigaṇṭho nāṭaputto pāvāyaṁ adhunākālaṅkato hoti. ||| Now at that time the Jain ascetic of the Ñātika clan had recently passed away at Pāvā.
Tassa kālaṅkiriyāya bhinnā nigaṇṭhā dvedhikajātā bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharanti: ||| With his passing the Jain ascetics split, dividing into two factions, fighting, quarreling, and disputing, continually wounding each other with barbed words:
“na tvaṁ imaṁ dhammavinayaṁ ājānāsi, ahaṁ imaṁ dhammavinayaṁ ājānāmi. Kiṁ tvaṁ imaṁ dhammavinayaṁ ājānissasi. Micchāpaṭipanno tvamasi, ahamasmi sammāpaṭipanno. Sahitaṁ me, asahitaṁ te. Purevacanīyaṁ pacchā avaca, pacchāvacanīyaṁ pure avaca. Adhiciṇṇaṁ te viparāvattaṁ. Āropito te vādo. Niggahitosi, cara vādappamokkhāya; nibbeṭhehi vā sace pahosī”ti. ||| “You don’t understand this teaching and training. I understand this teaching and training. What, you understand this teaching and training? You’re practicing wrong. I’m practicing right. I stay on topic, you don’t. You said last what you should have said first. You said first what you should have said last. What you’ve thought so much about has been disproved. Your doctrine is refuted. Go on, save your doctrine! You’re trapped; get yourself out of this—if you can!”
Vadhoyeva kho maññe nigaṇṭhesu nāṭaputtiyesu vattati. ||| You’d think there was nothing but slaughter going on among the Jain ascetics.
Yepi nigaṇṭhassa nāṭaputtassa sāvakā gihī odātavasanā tepi nigaṇṭhesu nāṭaputtiyesu nibbinnarūpā virattarūpā paṭivānarūpā yathā taṁ durakkhāte dhammavinaye duppavedite aniyyānike anupasamasaṁvattanike asammāsambuddhappavedite bhinnathūpe appaṭisaraṇe. ||| And the Jain Ñātika’s white-clothed lay disciples were disillusioned, dismayed, and disappointed in the Jain ascetics. They were equally disappointed with a teaching and training so poorly explained and poorly propounded, not emancipating, not leading to peace, proclaimed by someone who is not a fully awakened Buddha, with broken monument and without a refuge.
Atha kho cundo samaṇuddeso pāvāyaṁ vassaṁvuṭṭho yena sāmagāmo yenāyasmā ānando tenupasaṅkami; upasaṅkamitvā āyasmantaṁ ānandaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho cundo samaṇuddeso āyasmantaṁ ānandaṁ etadavoca: ||| And then, after completing the rainy season residence near Pāvā, the novice Cunda went to see Venerable Ānanda at Sāma village. He bowed, sat down to one side, and told him what had happened.
“nigaṇṭho, bhante, nāṭaputto pāvāyaṁ adhunākālaṅkato.
Tassa kālaṅkiriyāya bhinnā nigaṇṭhā dvedhikajātā …pe… bhinnathūpe appaṭisaraṇe”ti.
Evaṁ vutte, āyasmā ānando cundaṁ samaṇuddesaṁ etadavoca: ||| Ānanda said to him,
“atthi kho idaṁ, āvuso cunda, kathāpābhataṁ bhagavantaṁ dassanāya. ||| “Reverend Cunda, we should see the Buddha about this matter.
Āyāma, āvuso cunda, yena bhagavā tenupasaṅkamissāma; upasaṅkamitvā etamatthaṁ bhagavato ārocessāmā”ti. ||| Come, let’s go to the Buddha and inform him about this.”
“Evaṁ, bhante”ti kho cundo samaṇuddeso āyasmato ānandassa paccassosi. ||| “Yes, sir,” replied Cunda.
