Saṁyutta Nikāya 48.34 ||| Linked Discourses 48.34
4. Sukhindriyavagga ||| 4. The Pleasure Faculty
Paṭhamasamaṇabrāhmaṇasutta ||| Ascetics and Brahmins (1st)
“Pañcimāni, bhikkhave, indriyāni. ||| “Mendicants, there are these five faculties.
Katamāni pañca? ||| What five?
Sukhindriyaṁ, dukkhindriyaṁ, somanassindriyaṁ, domanassindriyaṁ, upekkhindriyaṁ. ||| The faculties of pleasure, pain, happiness, sadness, and equanimity.
Ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā imesaṁ pañcannaṁ indriyānaṁ samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṁ nappajānanti, ||| There are ascetics and brahmins who don’t truly understand the origin, disappearance, gratification, drawback, and escape when it comes to these five faculties.
na me te, bhikkhave, samaṇā vā brāhmaṇā vā samaṇesu vā samaṇasammatā brāhmaṇesu vā brāhmaṇasammatā, na ca panete āyasmanto sāmaññatthaṁ vā brahmaññatthaṁ vā diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharanti. ||| I don’t deem them as true ascetics and brahmins. Those venerables don’t realize the goal of life as an ascetic or brahmin, and don’t live having realized it with their own insight.
Ye ca kho keci, bhikkhave, samaṇā vā brāhmaṇā vā imesaṁ pañcannaṁ indriyānaṁ samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṁ pajānanti, ||| There are ascetics and brahmins who do truly understand the origin, disappearance, gratification, drawback, and escape when it comes to these five faculties.
te kho me, bhikkhave, samaṇā vā brāhmaṇā vā samaṇesu ceva samaṇasammatā brāhmaṇesu ca brāhmaṇasammatā, te ca panāyasmanto sāmaññatthañca brahmaññatthañca diṭṭheva dhamme sayaṁ abhiññā sacchikatvā upasampajja viharantī”ti. ||| I deem them as true ascetics and brahmins. Those venerables realize the goal of life as an ascetic or brahmin, and live having realized it with their own insight.”
Catutthaṁ.
