Saṁyutta Nikāya 35.96 ||| Linked Discourses 35.96
10. Saḷavagga ||| 10. The Sixes
Parihānadhammasutta ||| Liable to Decline
“Parihānadhammañca vo, bhikkhave, desessāmi aparihānadhammañca cha ca abhibhāyatanāni. ||| “Mendicants, I will teach you who is liable to decline, who is not liable to decline, and the six fields of mastery.
Taṁ suṇātha. ||| Listen …
Kathañca, bhikkhave, parihānadhammo hoti? ||| And how is someone liable to decline?
Idha, bhikkhave, bhikkhuno cakkhunā rūpaṁ disvā uppajjanti pāpakā akusalā sarasaṅkappā saṁyojaniyā. ||| When a mendicant sees a sight with the eye, bad, unskillful phenomena arise: memories and thoughts that tighten fetters.
Tañce bhikkhu adhivāseti nappajahati na vinodeti na byantīkaroti na anabhāvaṁ gameti, veditabbametaṁ, bhikkhave, bhikkhunā: ||| Suppose that mendicant tolerates them and doesn’t give them up, get rid of them, eliminate them, and obliterate them. They should understand:
‘parihāyāmi kusalehi dhammehi’. ||| ‘My skillful qualities are declining.
Parihānañhetaṁ vuttaṁ bhagavatāti …pe…. ||| For this is what the Buddha calls decline.’
Puna caparaṁ, bhikkhave, bhikkhuno jivhāya rasaṁ sāyitvā uppajjanti …pe… ||| Furthermore, when a mendicant hears a sound … smells an odor … tastes a flavor … feels a touch …
puna caparaṁ, bhikkhave, bhikkhuno manasā dhammaṁ viññāya uppajjanti pāpakā akusalā sarasaṅkappā saṁyojaniyā. ||| knows an idea with the mind, bad, unskillful phenomena arise: memories and thoughts that tighten fetters.
Tañce bhikkhu adhivāseti nappajahati na vinodeti na byantīkaroti na anabhāvaṁ gameti, veditabbametaṁ, bhikkhave, bhikkhunā: ||| If that mendicant tolerates them and doesn’t give them up, get rid of them, eliminate them, and obliterate them, they should understand:
‘parihāyāmi kusalehi dhammehi’. ||| ‘My skillful qualities are declining.
Parihānañhetaṁ vuttaṁ bhagavatāti. ||| For this is what the Buddha calls decline.’
Evaṁ kho, bhikkhave, parihānadhammo hoti. ||| That’s how someone is liable to decline.
Kathañca, bhikkhave, aparihānadhammo hoti? ||| And how is someone not liable to decline?
Idha, bhikkhave, bhikkhuno cakkhunā rūpaṁ disvā uppajjanti pāpakā akusalā sarasaṅkappā saṁyojaniyā. ||| When a mendicant sees a sight with the eye, bad, unskillful phenomena arise: memories and thoughts that tighten fetters.
Tañce bhikkhu nādhivāseti pajahati vinodeti byantīkaroti anabhāvaṁ gameti, veditabbametaṁ, bhikkhave, bhikkhunā: ||| Suppose that mendicant doesn’t tolerate them but gives them up, gets rid of them, eliminates them, and obliterates them. They should understand:
‘na parihāyāmi kusalehi dhammehi’. ||| ‘My skillful qualities are not declining.
Aparihānañhetaṁ vuttaṁ bhagavatāti …pe…. ||| For this is what the Buddha calls non-decline.’
Puna caparaṁ, bhikkhave, bhikkhuno jivhāya rasaṁ sāyitvā uppajjanti …pe… ||| Furthermore, when a mendicant hears a sound … smells an odor … tastes a flavor … feels a touch …
puna caparaṁ, bhikkhave, bhikkhuno manasā dhammaṁ viññāya uppajjanti pāpakā akusalā sarasaṅkappā saṁyojaniyā. ||| knows an idea with the mind, bad, unskillful phenomena arise: memories and thoughts that tighten fetters.
Tañce bhikkhu nādhivāseti pajahati vinodeti byantīkaroti anabhāvaṁ gameti, veditabbametaṁ, bhikkhave, bhikkhunā: ||| Suppose that mendicant doesn’t tolerate them but gives them up, gets rid of them, eliminates them, and obliterates them. They should understand:
‘na parihāyāmi kusalehi dhammehi’. ||| ‘My skillful qualities are not declining.
Aparihānañhetaṁ vuttaṁ bhagavatāti. ||| For this is what the Buddha calls non-decline.’
Evaṁ kho, bhikkhave, aparihānadhammo hoti. ||| That’s how someone is not liable to decline.
Katamāni ca, bhikkhave, cha abhibhāyatanāni? ||| And what are the six fields of mastery?
Idha, bhikkhave, bhikkhuno cakkhunā rūpaṁ disvā nuppajjanti pāpakā akusalā sarasaṅkappā saṁyojaniyā. ||| When a mendicant sees a sight with the eye, bad, unskillful phenomena don’t arise: memories and thoughts that tighten fetters.
Veditabbametaṁ, bhikkhave, bhikkhunā: ||| They should understand:
‘abhibhūtametaṁ āyatanaṁ’. ||| ‘This sense field has been mastered.
Abhibhāyatanañhetaṁ vuttaṁ bhagavatāti …pe… ||| For this is what the Buddha calls a field of mastery.’ …
puna caparaṁ, bhikkhave, bhikkhuno manasā dhammaṁ viññāya nuppajjanti pāpakā akusalā dhammā sarasaṅkappā saṁyojaniyā. ||| Furthermore, when a mendicant knows an idea with the mind, bad, unskillful phenomena don’t arise: memories and thoughts that tighten fetters.
Veditabbametaṁ, bhikkhave, bhikkhunā: ||| They should understand:
‘abhibhūtametaṁ āyatanaṁ’. ||| ‘This sense field has been mastered.
Abhibhāyatanañhetaṁ vuttaṁ bhagavatāti. ||| For this is what the Buddha calls a field of mastery.’
Imāni vuccanti, bhikkhave, cha abhibhāyatanānī”ti. ||| These are the six fields of mastery.”
Tatiyaṁ.
