Saṁyutta Nikāya 12.38 ||| Linked Discourses 12.38
4. Kaḷārakhattiyavagga ||| 4. Kaḷāra the Aristocrat
Cetanāsutta ||| Intention
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Yañca, bhikkhave, ceteti yañca pakappeti yañca anuseti, ārammaṇametaṁ hoti viññāṇassa ṭhitiyā. ||| “Mendicants, what you intend or plan, and what you have underlying tendencies for become a support for the continuation of consciousness.
Ārammaṇe sati patiṭṭhā viññāṇassa hoti. ||| When this support exists, consciousness becomes established.
Tasmiṁ patiṭṭhite viññāṇe virūḷhe āyatiṁ punabbhavābhinibbatti hoti. ||| When consciousness is established and grows, there is regeneration into a new state of existence in the future.
Āyatiṁ punabbhavābhinibbattiyā sati āyatiṁ jāti jarāmaraṇaṁ sokaparidevadukkhadomanassupāyāsā sambhavanti. ||| When there is regeneration into a new state of existence in the future, future rebirth, old age, and death come to be, as do sorrow, lamentation, pain, sadness, and distress.
Evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
No ce, bhikkhave, ceteti no ce pakappeti, atha ce anuseti, ārammaṇametaṁ hoti viññāṇassa ṭhitiyā. ||| If you don’t intend or plan, but still have underlying tendencies, this becomes a support for the continuation of consciousness.
Ārammaṇe sati patiṭṭhā viññāṇassa hoti. ||| When this support exists, consciousness becomes established.
Tasmiṁ patiṭṭhite viññāṇe virūḷhe āyatiṁ punabbhavābhinibbatti hoti. ||| When consciousness is established and grows, there is regeneration into a new state of existence in the future.
Āyatiṁ punabbhavābhinibbattiyā sati āyatiṁ jāti jarāmaraṇaṁ sokaparidevadukkhadomanassupāyāsā sambhavanti. ||| When there is regeneration into a new state of existence in the future, future rebirth, old age, and death come to be, as do sorrow, lamentation, pain, sadness, and distress.
Evametassa kevalassa dukkhakkhandhassa samudayo hoti. ||| That is how this entire mass of suffering originates.
Yato ca kho, bhikkhave, no ceva ceteti no ca pakappeti no ca anuseti, ārammaṇametaṁ na hoti viññāṇassa ṭhitiyā. ||| If you don’t intend or plan or have underlying tendencies, this doesn’t become a support for the continuation of consciousness.
Ārammaṇe asati patiṭṭhā viññāṇassa na hoti. ||| With no support, consciousness is not established.
Tadappatiṭṭhite viññāṇe avirūḷhe āyatiṁ punabbhavābhinibbatti na hoti. ||| When consciousness is not established and doesn’t grow, there’s no regeneration into a new state of existence in the future.
Āyatiṁ punabbhavābhinibbattiyā asati āyatiṁ jāti jarāmaraṇaṁ sokaparidevadukkhadomanassupāyāsā nirujjhanti. ||| When there is no regeneration into a new state of existence in the future, future rebirth, old age, and death cease, as do sorrow, lamentation, pain, sadness, and distress.
Evametassa kevalassa dukkhakkhandhassa nirodho hotī”ti. ||| That is how this entire mass of suffering ceases.”
Aṭṭhamaṁ.
