Saṁyutta Nikāya 44.9 ||| Linked Discourses 44.9
1. Abyākatavagga ||| 1. The Undeclared Points
Kutūhalasālāsutta ||| The Debating Hall
Atha kho vacchagotto paribbājako yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavatā saddhiṁ sammodi. ||| Then the wanderer Vacchagotta went up to the Buddha and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho vacchagotto paribbājako bhagavantaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side, and said to the Buddha:
“Purimāni, bho gotama, divasāni purimatarāni sambahulānaṁ nānātitthiyānaṁ samaṇabrāhmaṇānaṁ paribbājakānaṁ kutūhalasālāyaṁ sannisinnānaṁ sannipatitānaṁ ayamantarākathā udapādi: ||| “Worthy Gotama, a few days ago several ascetics, brahmins, and wanderers who follow various other religions were sitting together in the debating hall, and this discussion came up among them:
‘ayaṁ kho pūraṇo kassapo saṅghī ceva gaṇī ca gaṇācariyo ca ñāto yasassī titthakaro sādhusammato bahujanassa. ||| ‘This Pūraṇa Kassapa leads an order and a community, and tutors a community. He’s a well-known and famous religious founder, deemed holy by many people.
Sopi sāvakaṁ abbhatītaṁ kālaṅkataṁ upapattīsu byākaroti: ||| When a disciple passes away, he declares that
“asu amutra upapanno, asu amutra upapanno”ti. ||| this one is reborn here, while that one is reborn there.
Yopissa sāvako uttamapuriso paramapuriso paramapattipatto tampi sāvakaṁ abbhatītaṁ kālaṅkataṁ upapattīsu byākaroti: ||| And as for a disciple who is a supreme person, highest of people, having reached the highest point, when they pass away he also declares that
“asu amutra upapanno, asu amutra upapanno”ti. ||| this one is reborn here, while that one is reborn there.
Ayampi kho makkhali gosālo …pe… ||| This bamboo-staffed ascetic Gosāla …
ayampi kho nigaṇṭho nāṭaputto …pe… ||| the Jain ascetic of the Ñātika clan …
ayampi kho sañcayo belaṭṭhaputto …pe… ||| Sañjaya Belaṭṭhiputta …
ayampi kho pakudho kaccāno …pe… ||| Pakudha Kaccāyana …
