Saṁyutta Nikāya 47.48 ||| Linked Discourses 47.48
5. Amatavagga ||| 5. Freedom From Death
Mittasutta ||| Friends
“Ye, bhikkhave, anukampeyyātha, ye ca kho sotabbaṁ maññeyyuṁ mittā vā amaccā vā ñātī vā sālohitā vā, te vo, bhikkhave, catunnaṁ satipaṭṭhānānaṁ bhāvanāya samādapetabbā nivesetabbā patiṭṭhāpetabbā. ||| “Mendicants, those for whom you have sympathy, and those worth listening to—friends and colleagues, relatives and family—should be encouraged, supported, and established by you in the development of the four kinds of mindfulness meditation.
Katamesaṁ, catunnaṁ? ||| What four?
Idha, bhikkhave, bhikkhu kāye kāyānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ; ||| It’s when a mendicant meditates by observing an aspect of the body—keen, aware, and mindful, rid of covetousness and displeasure for the world.
vedanāsu …pe… ||| They meditate observing an aspect of feelings …
citte …pe… ||| mind …
dhammesu dhammānupassī viharati ātāpī sampajāno satimā, vineyya loke abhijjhādomanassaṁ. ||| principles—keen, aware, and mindful, rid of covetousness and displeasure for the world.
Ye, bhikkhave, anukampeyyātha, ye ca sotabbaṁ maññeyyuṁ mittā vā amaccā vā ñātī vā sālohitā vā, te vo, bhikkhave, imesaṁ catunnaṁ satipaṭṭhānānaṁ bhāvanāya samādapetabbā nivesetabbā patiṭṭhāpetabbā”ti. ||| Those for whom you have sympathy, and those worth listening to—friends and colleagues, relatives and family—should be encouraged, supported, and established by you in the development of the four kinds of mindfulness meditation.”
Aṭṭhamaṁ.
