Saṁyutta Nikāya 35.134 ||| Linked Discourses 35.134
14. Devadahavagga ||| 14. At Devadaha
Devadahasutta ||| At Devadaha
Ekaṁ samayaṁ bhagavā sakkesu viharati devadahaṁ nāma sakyānaṁ nigamo. ||| At one time the Buddha was staying in the land of the Sakyans, near the Sakyan town named Devadaha.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants:
“nāhaṁ, bhikkhave, sabbesaṁyeva bhikkhūnaṁ chasu phassāyatanesu appamādena karaṇīyanti vadāmi, na ca panāhaṁ, bhikkhave, sabbesaṁyeva bhikkhūnaṁ chasu phassāyatanesu nāppamādena karaṇīyanti vadāmi. ||| “When it comes to the six fields of contact, mendicants, I don’t say that all mendicants have work to do with diligence, nor do I say that none of them have work to do with diligence.
Ye te, bhikkhave, bhikkhū arahanto khīṇāsavā vusitavanto katakaraṇīyā ohitabhārā anuppattasadatthā parikkhīṇabhavasaṁyojanā sammadaññāvimuttā, tesāhaṁ, bhikkhave, bhikkhūnaṁ chasu phassāyatanesu nāppamādena karaṇīyanti vadāmi. ||| I say that, when it comes to the six fields of contact, mendicants don’t have work to do with diligence if they are perfected, with defilements ended, having completed the spiritual journey, done what had to be done, laid down the burden, achieved their heart’s goal, utterly ended the fetter of continued existence, and become rightly freed through enlightenment.
Taṁ kissa hetu? ||| Why is that?
Kataṁ tesaṁ appamādena, abhabbā te pamajjituṁ. ||| They’ve done their work with diligence, and are incapable of negligence.
Ye ca kho te, bhikkhave, bhikkhū sekkhā appattamānasā anuttaraṁ yogakkhemaṁ patthayamānā viharanti, tesāhaṁ, bhikkhave, bhikkhūnaṁ chasu phassāyatanesu appamādena karaṇīyanti vadāmi. ||| I say that, when it comes to the six fields of contact, mendicants do have work to do with diligence if they are trainees, who haven’t achieved their heart’s desire, but live aspiring to the supreme sanctuary from the yoke.
Taṁ kissa hetu? ||| Why is that?
Santi, bhikkhave, cakkhuviññeyyā rūpā manoramāpi, amanoramāpi. ||| There are sights known by the eye that are pleasant and also those that are unpleasant.
Tyāssa phussa phussa cittaṁ na pariyādāya tiṭṭhanti. ||| Though experiencing them again and again they don’t occupy the mind.
Cetaso apariyādānā āraddhaṁ hoti vīriyaṁ asallīnaṁ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṁ cittaṁ ekaggaṁ. ||| Their energy is roused up and unflagging, their mindfulness is established and lucid, their body is tranquil and undisturbed, and their mind is immersed in samādhi and unified.
Imaṁ khvāhaṁ, bhikkhave, appamādaphalaṁ sampassamāno tesaṁ bhikkhūnaṁ chasu phassāyatanesu appamādena karaṇīyanti vadāmi …pe… ||| Seeing this fruit of diligence, I say that those mendicants have work to do with diligence when it comes to the six fields of contact. …
santi, bhikkhave, manoviññeyyā dhammā manoramāpi amanoramāpi. ||| There are ideas known by the mind that are pleasant and also those that are unpleasant.
Tyāssa phussa phussa cittaṁ na pariyādāya tiṭṭhanti. ||| Though experiencing them again and again they don’t occupy the mind.
Cetaso apariyādānā āraddhaṁ hoti vīriyaṁ asallīnaṁ, upaṭṭhitā sati asammuṭṭhā, passaddho kāyo asāraddho, samāhitaṁ cittaṁ ekaggaṁ. ||| Their energy is roused up and unflagging, their mindfulness is established and lucid, their body is tranquil and undisturbed, and their mind is immersed in samādhi and unified.
Imaṁ khvāhaṁ, bhikkhave, appamādaphalaṁ sampassamāno tesaṁ bhikkhūnaṁ chasu phassāyatanesu appamādena karaṇīyanti vadāmī”ti. ||| Seeing this fruit of diligence, I say that those mendicants have work to do with diligence when it comes to the six fields of contact.”
Paṭhamaṁ.
