Majjhima Nikāya 48 ||| Middle Discourses 48
Kosambiyasutta ||| The Mendicants of Kosambī
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā kosambiyaṁ viharati ghositārāme. ||| At one time the Buddha was staying near Kosambī, in Ghosita’s Monastery.
Tena kho pana samayena kosambiyaṁ bhikkhū bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharanti. ||| Now at that time the mendicants of Kosambī were fighting, quarreling, and disputing, continually wounding each other with barbed words.
Te na ceva aññamaññaṁ saññāpenti na ca saññattiṁ upenti, na ca aññamaññaṁ nijjhāpenti, na ca nijjhattiṁ upenti. ||| They couldn’t persuade each other or be persuaded, nor could they convince each other or be convinced.
Atha kho aññataro bhikkhu yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho so bhikkhu bhagavantaṁ etadavoca: ||| Then a mendicant went up to the Buddha, bowed, sat down to one side, and told him what was happening.
“idha, bhante, kosambiyaṁ bhikkhū bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharanti, te na ceva aññamaññaṁ saññāpenti, na ca saññattiṁ upenti, na ca aññamaññaṁ nijjhāpenti, na ca nijjhattiṁ upentī”ti.
Atha kho bhagavā aññataraṁ bhikkhuṁ āmantesi: ||| So the Buddha addressed one of the monks,
“ehi tvaṁ, bhikkhu, mama vacanena te bhikkhū āmantehi: ||| “Please, monk, in my name tell those mendicants that
‘satthā vo āyasmante āmantetī’”ti. ||| the teacher summons them.”
“Evaṁ, bhante”ti kho so bhikkhu bhagavato paṭissutvā yena te bhikkhū tenupasaṅkami; upasaṅkamitvā te bhikkhū etadavoca: ||| “Yes, sir,” that monk replied. He went to those monks and said,
“satthā āyasmante āmantetī”ti. ||| “Venerables, the teacher summons you.”
“Evamāvuso”ti kho te bhikkhū tassa bhikkhuno paṭissutvā yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinne kho te bhikkhū bhagavā etadavoca: ||| “Yes, reverend,” those monks replied. They went to the Buddha, bowed, and sat down to one side. The Buddha said to them,
“saccaṁ kira tumhe, bhikkhave, bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharatha, ||| “Is it really true, mendicants, that you have been fighting, quarreling, and disputing, continually wounding each other with barbed words?
te na ceva aññamaññaṁ saññāpetha, na ca saññattiṁ upetha, na ca aññamaññaṁ nijjhāpetha, na ca nijjhattiṁ upethā”ti? ||| And that you can’t persuade each other or be persuaded, nor can you convince each other or be convinced?”
“Evaṁ, bhante”. ||| “Yes, sir,” they said.
“Taṁ kiṁ maññatha, bhikkhave, ||| “What do you think, mendicants?
yasmiṁ tumhe samaye bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharatha, api nu tumhākaṁ tasmiṁ samaye mettaṁ kāyakammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho ca, mettaṁ vacīkammaṁ …pe… mettaṁ manokammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho cā”ti? ||| When you’re fighting, quarreling, and disputing, continually wounding each other with barbed words, are you treating your spiritual companions with kindness by way of body, speech, and mind, both in public and in private?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Iti kira, bhikkhave, yasmiṁ tumhe samaye bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharatha, neva tumhākaṁ tasmiṁ samaye mettaṁ kāyakammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho ca, na mettaṁ vacīkammaṁ …pe… na mettaṁ manokammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho ca. ||| “So it seems that when you’re arguing you are not treating each other with kindness.
Atha kiñcarahi tumhe, moghapurisā, kiṁ jānantā kiṁ passantā bhaṇḍanajātā kalahajātā vivādāpannā aññamaññaṁ mukhasattīhi vitudantā viharatha, te na ceva aññamaññaṁ saññāpetha, na ca saññattiṁ upetha, na ca aññamaññaṁ nijjhāpetha, na ca nijjhattiṁ upetha? ||| So what then do you know and see, you futile men, that you behave in such a way?
Tañhi tumhākaṁ, moghapurisā, bhavissati dīgharattaṁ ahitāya dukkhāyā”ti. ||| This will be for your lasting harm and suffering.”
Atha kho bhagavā bhikkhū āmantesi: ||| Then the Buddha said to the mendicants:
“chayime, bhikkhave, dhammā sāraṇīyā piyakaraṇā garukaraṇā saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṁvattanti. ||| “Mendicants, these six warm-hearted qualities make for fondness and respect, conducing to inclusion, harmony, and unity, without quarreling.
Katame cha? ||| What six?
Idha, bhikkhave, bhikkhuno mettaṁ kāyakammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho ca. ||| Firstly, a mendicant consistently treats their spiritual companions with bodily kindness, both in public and in private.
Ayampi dhammo sāraṇīyo piyakaraṇo garukaraṇo saṅgahāya avivādāya sāmaggiyā ekībhāvāya saṁvattati. ||| This warm-hearted quality makes for fondness and respect, conducing to inclusion, harmony, and unity, without quarreling.
Puna caparaṁ, bhikkhave, bhikkhuno mettaṁ vacīkammaṁ paccupaṭṭhitaṁ hoti sabrahmacārīsu āvi ceva raho ca. ||| Furthermore, a mendicant consistently treats their spiritual companions with verbal kindness …
