Saṁyutta Nikāya 22.58 ||| Linked Discourses 22.58
6. Upayavagga ||| 6. Involvement
Sammāsambuddhasutta ||| The Fully Awakened Buddha
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Tathāgato, bhikkhave, arahaṁ sammāsambuddho rūpassa nibbidā virāgā nirodhā anupādā vimutto sammāsambuddhoti vuccati. ||| “Mendicants, a Realized One, a perfected one, a fully awakened Buddha is freed by not grasping, due to disillusionment, dispassion, and cessation regarding form. They’re called a fully awakened Buddha.
Bhikkhupi, bhikkhave, paññāvimutto rūpassa nibbidā virāgā nirodhā anupādā vimutto paññāvimuttoti vuccati. ||| A mendicant freed by wisdom is also freed by not grasping, due to disillusionment, dispassion, and cessation regarding form. They’re called a mendicant freed by wisdom.
Tathāgato, bhikkhave, arahaṁ sammāsambuddho vedanāya nibbidā virāgā nirodhā anupādā vimutto sammāsambuddhoti vuccati. ||| A Realized One, a perfected one, a fully awakened Buddha is freed by not grasping, due to disillusionment, dispassion, and cessation regarding feeling …
Bhikkhupi, bhikkhave, paññāvimutto vedanāya nibbidā …pe… paññāvimuttoti vuccati.
Tathāgato, bhikkhave, arahaṁ sammāsambuddho saññāya … ||| perception …
saṅkhārānaṁ … ||| choices …
viññāṇassa nibbidā virāgā nirodhā anupādā vimutto sammāsambuddhoti vuccati. ||| consciousness. They’re called a fully awakened Buddha.
Bhikkhupi, bhikkhave, paññāvimutto viññāṇassa nibbidā virāgā nirodhā anupādā vimutto paññāvimuttoti vuccati. ||| A mendicant freed by wisdom is also freed by not grasping, due to disillusionment, dispassion, and cessation regarding consciousness. They’re called a mendicant freed by wisdom.
Tatra kho, bhikkhave, ko viseso, ko adhippayāso, kiṁ nānākaraṇaṁ, tathāgatassa arahato sammāsambuddhassa paññāvimuttena bhikkhunā”ti? ||| What, then, is the difference between a Realized One, a perfected one, a fully awakened Buddha, and a mendicant freed by wisdom?”
“Bhagavaṁmūlakā no, bhante, dhammā bhagavaṁnettikā bhagavaṁpaṭisaraṇā. Sādhu vata, bhante, bhagavantaññeva paṭibhātu etassa bhāsitassa attho. Bhagavato sutvā bhikkhū dhāressantī”ti. ||| “Our teachings are rooted in the Buddha. He is our guide and our refuge. Sir, may the Buddha himself please clarify the meaning of this. The mendicants will listen and remember it.”
“Tena hi, bhikkhave, suṇātha, sādhukaṁ manasi karotha, bhāsissāmī”ti. ||| “Well then, mendicants, listen and apply your mind well, I will speak.”
“Evaṁ, bhante”ti kho te bhikkhū bhagavato paccassosuṁ. ||| “Yes, sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Tathāgato, bhikkhave, arahaṁ sammāsambuddho anuppannassa maggassa uppādetā, asañjātassa maggassa sañjanetā, anakkhātassa maggassa akkhātā maggaññū, maggavidū, maggakovido; ||| “The Realized One, the perfected one, the fully awakened Buddha gave rise to the unarisen path, gave birth to the unborn path, and explained the unexplained path. He is the knower of the path, the discoverer of the path, the expert on the path.
maggānugā ca, bhikkhave, etarahi sāvakā viharanti pacchā samannāgatā. ||| And now the disciples live following the path; they acquire it later.
Ayaṁ kho, bhikkhave, viseso, ayaṁ adhippayāso, idaṁ nānākaraṇaṁ tathāgatassa arahato sammāsambuddhassa paññāvimuttena bhikkhunā”ti. ||| This is the difference between a Realized One, a perfected one, a fully awakened Buddha, and a mendicant freed by wisdom.”
Chaṭṭhaṁ.
