Saṁyutta Nikāya 35.130 ||| Linked Discourses 35.130
13. Gahapativagga ||| 13. Householders
Hāliddikānisutta ||| With Hāliddikāni
Ekaṁ samayaṁ āyasmā mahākaccāno avantīsu viharati kuraraghare papāte pabbate. ||| At one time Venerable Mahākaccāna was staying in the land of the Avantis near Kuraraghara on Steep Mountain.
Atha kho hāliddikāni gahapati yenāyasmā mahākaccāno tenupasaṅkami …pe… ekamantaṁ nisinno kho hāliddikāni gahapati āyasmantaṁ mahākaccānaṁ etadavoca: ||| Then the householder Hāliddikāni went up to Venerable Mahākaccāna … and asked him,
“vuttamidaṁ, bhante, bhagavatā: ||| “Sir, this was said by the Buddha:
‘dhātunānattaṁ paṭicca uppajjati phassanānattaṁ; phassanānattaṁ paṭicca uppajjati vedanānānattan’ti. ||| ‘Diversity of elements gives rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings.’
Kathaṁ nu kho, bhante, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ; phassanānattaṁ paṭicca uppajjati vedanānānattan”ti? ||| How does diversity of elements give rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings?”
“Idha, gahapati, bhikkhu cakkhunā rūpaṁ disvā ‘manāpaṁ itthetan’ti pajānāti cakkhuviññāṇaṁ sukhavedaniyañca. ||| “Householder, it’s when a mendicant sees a sight with the eye and understands it to be agreeable.
Phassaṁ paṭicca uppajjati sukhā vedanā. ||| There is eye consciousness; and pleasant feeling arises dependent on a contact to be experienced as pleasant.
Cakkhunā kho paneva rūpaṁ disvā ‘amanāpaṁ itthetan’ti pajānāti cakkhuviññāṇaṁ dukkhavedaniyañca. ||| Then they see a sight and understand it to be disagreeable.
Phassaṁ paṭicca uppajjati dukkhā vedanā. ||| There is eye consciousness; and painful feeling arises dependent on a contact to be experienced as painful.
Cakkhunā kho paneva rūpaṁ disvā ‘upekkhāṭṭhāniyaṁ itthetan’ti pajānāti cakkhuviññāṇaṁ adukkhamasukhavedaniyañca. ||| Then they see a sight and understand it to be a basis for equanimity.
Phassaṁ paṭicca uppajjati adukkhamasukhā vedanā. ||| There is eye consciousness; and neutral feeling arises dependent on a contact to be experienced as neutral.
Puna caparaṁ, gahapati, bhikkhu sotena saddaṁ sutvā …pe… ||| Furthermore, a mendicant hears a sound with the ear …
ghānena gandhaṁ ghāyitvā …pe… ||| smells an odor with the nose …
jivhāya rasaṁ sāyitvā …pe… ||| tastes a flavor with the tongue …
kāyena phoṭṭhabbaṁ phusitvā …pe… ||| feels a touch with the body …
manasā dhammaṁ viññāya ‘manāpaṁ itthetan’ti pajānāti manoviññāṇaṁ sukhavedaniyañca. ||| knows an idea with the mind and understands it to be agreeable.
Phassaṁ paṭicca uppajjati sukhā vedanā. ||| There is mind consciousness; and pleasant feeling arises dependent on a contact to be experienced as pleasant.
Manasā kho paneva dhammaṁ viññāya ‘amanāpaṁ itthetan’ti pajānāti manoviññāṇaṁ dukkhavedaniyañca. ||| Then they know an idea and understand it to be disagreeable.
Phassaṁ paṭicca uppajjati dukkhā vedanā. ||| There is mind consciousness; and painful feeling arises dependent on a contact to be experienced as painful.
Manasā kho paneva dhammaṁ viññāya ‘upekkhāṭṭhāniyaṁ itthetan’ti pajānāti manoviññāṇaṁ adukkhamasukhavedaniyañca. ||| Then they know an idea and understand it to be a basis for equanimity.
Phassaṁ paṭicca uppajjati adukkhamasukhā vedanā. ||| Neutral feeling arises dependent on a contact to be experienced as neutral.
Evaṁ kho, gahapati, dhātunānattaṁ paṭicca uppajjati phassanānattaṁ; phassanānattaṁ paṭicca uppajjati vedanānānattan”ti. ||| That’s how diversity of elements gives rise to diversity of contacts, and diversity of contacts gives rise to diversity of feelings.”
Sattamaṁ.
