Majjhima Nikāya 94 ||| Middle Discourses 94
Ghoṭamukhasutta ||| With Ghoṭamukha
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ āyasmā udeno bārāṇasiyaṁ viharati khemiyambavane. ||| At one time Venerable Udena was staying near Varanasi in the Khemiya Mango Grove.
Tena kho pana samayena ghoṭamukho brāhmaṇo bārāṇasiṁ anuppatto hoti kenacideva karaṇīyena. ||| Now at that time the brahmin Ghoṭamukha had arrived at Varanasi on some business.
Atha kho ghoṭamukho brāhmaṇo jaṅghāvihāraṁ anucaṅkamamāno anuvicaramāno yena khemiyambavanaṁ tenupasaṅkami. ||| Then as he was going for a walk he went to the Khemiya Mango Grove.
Tena kho pana samayena āyasmā udeno abbhokāse caṅkamati. ||| At that time Venerable Udena was walking mindfully in the open air.
Atha kho ghoṭamukho brāhmaṇo yenāyasmā udeno tenupasaṅkami; upasaṅkamitvā āyasmatā udenena saddhiṁ sammodi. ||| Ghoṭamukha approached and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā āyasmantaṁ udenaṁ caṅkamantaṁ anucaṅkamamāno evamāha: ||| Walking alongside Udena, he said,
“ambho samaṇa, ‘natthi dhammiko paribbajo’— ||| “My ascetic, there is no such thing as a principled renunciate life;
evaṁ me ettha hoti. ||| that’s what I think.
Tañca kho bhavantarūpānaṁ vā adassanā, yo vā panettha dhammo”ti. ||| Yet I have not seen honorable ones such as yourself, or a relevant teaching.”
Evaṁ vutte, āyasmā udeno caṅkamā orohitvā vihāraṁ pavisitvā paññatte āsane nisīdi. ||| When he said this, Udena stepped down from the walking path, entered his dwelling, and sat down on the seat spread out.
Ghoṭamukhopi kho brāhmaṇo caṅkamā orohitvā vihāraṁ pavisitvā ekamantaṁ aṭṭhāsi. ||| Ghoṭamukha also stepped down from the walking path and entered the dwelling, where he stood to one side.
Ekamantaṁ ṭhitaṁ kho ghoṭamukhaṁ brāhmaṇaṁ āyasmā udeno etadavoca: ||| Udena said to him,
“saṁvijjanti kho, brāhmaṇa, āsanāni. ||| “There are seats, brahmin.
Sace ākaṅkhasi, nisīdā”ti. ||| Please sit if you wish.”
“Etadeva kho pana mayaṁ bhoto udenassa āgamayamānā nisīdāma. ||| “I was just waiting for you to sit down.
Kathañhi nāma mādiso pubbe animantito āsane nisīditabbaṁ maññeyyā”ti? ||| For how on earth could one such as I presume to sit first without being invited?”
Atha kho ghoṭamukho brāhmaṇo aññataraṁ nīcaṁ āsanaṁ gahetvā ekamantaṁ nisīdi. ||| Then he took a low seat and sat to one side,
