Majjhima Nikāya 99 ||| Middle Discourses 99
Subhasutta ||| With Subha
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Tena kho pana samayena subho māṇavo todeyyaputto sāvatthiyaṁ paṭivasati aññatarassa gahapatissa nivesane kenacideva karaṇīyena. ||| Now at that time the student Subha, Todeyya’s son, was residing in Sāvatthī at a certain householder’s home on some business.
Atha kho subho māṇavo todeyyaputto yassa gahapatissa nivesane paṭivasati taṁ gahapatiṁ etadavoca: ||| Then Subha said to that householder,
“sutaṁ metaṁ, gahapati: ||| “Householder, I have heard that
‘avivittā sāvatthī arahantehī’ti. ||| Sāvatthī does not lack for perfected ones.
Kaṁ nu khvajja samaṇaṁ vā brāhmaṇaṁ vā payirupāseyyāmā”ti? ||| What ascetic or brahmin might we pay homage to today?”
“Ayaṁ, bhante, bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| “Sir, the Buddha is staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Taṁ, bhante, bhagavantaṁ payirupāsassū”ti. ||| You can pay homage to him.”
Atha kho subho māṇavo todeyyaputto tassa gahapatissa paṭissutvā yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavatā saddhiṁ sammodi. ||| Acknowledging that householder, Subha went to the Buddha and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho subho māṇavo todeyyaputto bhagavantaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side and said to the Buddha:
“brāhmaṇā, bho gotama, evamāhaṁsu: ||| “Worthy Gotama, the brahmins say:
‘gahaṭṭho ārādhako hoti ñāyaṁ dhammaṁ kusalaṁ, na pabbajito ārādhako hoti ñāyaṁ dhammaṁ kusalan’ti. ||| ‘Laypeople succeed in the system of the skillful teaching, not renunciates.’
Idha bhavaṁ gotamo kimāhā”ti? ||| What do you say about this?”
“Vibhajjavādo kho ahamettha, māṇava; ||| “On this point, student, I speak after analyzing the question,
nāhamettha ekaṁsavādo. ||| not one-sidedly.
Gihissa vāhaṁ, māṇava, pabbajitassa vā micchāpaṭipattiṁ na vaṇṇemi. ||| I don’t praise wrong practice for either laypeople or renunciates.
Gihī vā hi, māṇava, pabbajito vā micchāpaṭipanno micchāpaṭipattādhikaraṇahetu na ārādhako hoti ñāyaṁ dhammaṁ kusalaṁ. ||| Because of wrong practice, neither laypeople nor renunciates succeed in the system of the skillful teaching.
Gihissa vāhaṁ, māṇava, pabbajitassa vā sammāpaṭipattiṁ vaṇṇemi. ||| I praise right practice for both laypeople and renunciates.
Gihī vā hi, māṇava, pabbajito vā sammāpaṭipanno sammāpaṭipattādhikaraṇahetu ārādhako hoti ñāyaṁ dhammaṁ kusalan”ti. ||| Because of right practice, both laypeople and renunciates succeed in the system of the skillful teaching.”
“Brāhmaṇā, bho gotama, evamāhaṁsu: ||| “Worthy Gotama, the brahmins say:
‘mahaṭṭhamidaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ gharāvāsakammaṭṭhānaṁ mahapphalaṁ hoti; ||| ‘Since the work of the lay life has many obligations, duties, issues, and undertakings it is very fruitful.
appaṭṭhamidaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ pabbajjā kammaṭṭhānaṁ appaphalaṁ hotī’ti. ||| But since the work of the renunciate has few obligations, duties, issues, and undertakings it is not very fruitful.’
Idha bhavaṁ gotamo kimāhā”ti. ||| What do you say about this?”
“Etthāpi kho ahaṁ, māṇava, vibhajjavādo; ||| “On this point, too, I speak after analyzing the question,
nāhamettha ekaṁsavādo. ||| not one-sidedly.
Atthi, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ, vipajjamānaṁ appaphalaṁ hoti; ||| Some work has many obligations, duties, issues, and undertakings, and when it fails it’s not very fruitful.
atthi, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ, sampajjamānaṁ mahapphalaṁ hoti; ||| Some work has many obligations, duties, issues, and undertakings, and when it succeeds it is very fruitful.
atthi, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ, vipajjamānaṁ appaphalaṁ hoti; ||| Some work has few obligations, duties, issues, and undertakings, and when it fails it’s not very fruitful.
atthi, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti. ||| Some work has few obligations, duties, issues, and undertakings, and when it succeeds it is very fruitful.
Katamañca, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ vipajjamānaṁ appaphalaṁ hoti? ||| And what work has many obligations, duties, issues, and undertakings, and when it fails it’s not very fruitful?
Kasi kho, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ vipajjamānaṁ appaphalaṁ hoti. ||| Farming.
Katamañca, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti? ||| And what work has many obligations, duties, issues, and undertakings, and when it succeeds it is very fruitful?
Kasiyeva kho, māṇava, kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti. ||| Again, it is farming.
Katamañca, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ vipajjamānaṁ appaphalaṁ hoti? ||| And what work has few obligations, duties, issues, and undertakings, and when it fails it’s not very fruitful?
Vaṇijjā kho, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ vipajjamānaṁ appaphalaṁ hoti. ||| Trade.
Katamañca, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti? ||| And what work has few obligations, duties, issues, and undertakings, and when it succeeds it is very fruitful?
Vaṇijjāyeva kho, māṇava, kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti. ||| Again, it’s trade.
Seyyathāpi, māṇava, kasi kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ vipajjamānaṁ appaphalaṁ hoti; ||| The lay life is like farming in that it’s work with many obligations and when it fails it’s not very fruitful;
evameva kho, māṇava, gharāvāsakammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ vipajjamānaṁ appaphalaṁ hoti.
Seyyathāpi, māṇava, kasiyeva kammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti; ||| but when it succeeds it is very fruitful.
evameva kho, māṇava, gharāvāsakammaṭṭhānaṁ mahaṭṭhaṁ mahākiccaṁ mahādhikaraṇaṁ mahāsamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti.
Seyyathāpi, māṇava, vaṇijjā kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ vipajjamānaṁ appaphalaṁ hoti; ||| The renunciate life is like trade in that it’s work with few obligations and when it fails it’s not very fruitful;
evameva kho, māṇava, pabbajjā kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ vipajjamānaṁ appaphalaṁ hoti.
Seyyathāpi, māṇava, vaṇijjāyeva kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ sampajjamānaṁ mahapphalaṁ hoti; ||| but when it succeeds it is very fruitful.”
evameva kho, māṇava, pabbajjā kammaṭṭhānaṁ appaṭṭhaṁ appakiccaṁ appādhikaraṇaṁ appasamārambhaṁ sampajjamānaṁ mahapphalaṁ hotī”ti.
“Brāhmaṇā, bho gotama, pañca dhamme paññapenti puññassa kiriyāya, kusalassa ārādhanāyā”ti. ||| “Worthy Gotama, the brahmins prescribe five things for making merit and succeeding in the skillful.”
“Ye te, māṇava, brāhmaṇā pañca dhamme paññapenti puññassa kiriyāya, kusalassa ārādhanāya—
sace te agaru— ||| “If you don’t mind,
sādhu te pañca dhamme imasmiṁ parisati bhāsassū”ti. ||| please explain these in this assembly.”
“Na kho me, bho gotama, garu yatthassu bhavanto vā nisinno bhavantarūpo vā”ti. ||| “It’s no trouble when good fellows such as yourself are sitting here.”
“Tena hi, māṇava, bhāsassū”ti. ||| “Well, speak then, student.”
“Saccaṁ kho, bho gotama, brāhmaṇā paṭhamaṁ dhammaṁ paññapenti puññassa kiriyāya, kusalassa ārādhanāya. ||| “Worthy Gotama, truth is the first thing.
Tapaṁ kho, bho gotama, brāhmaṇā dutiyaṁ dhammaṁ paññapenti puññassa kiriyāya, kusalassa ārādhanāya. ||| Fervor is the second thing.
Brahmacariyaṁ kho, bho gotama, brāhmaṇā tatiyaṁ dhammaṁ paññapenti puññassa kiriyāya, kusalassa ārādhanāya. ||| Chastity is the third thing.
