Saṁyutta Nikāya 14.8 ||| Linked Discourses 14.8
1. Nānattavagga ||| 1. Diversity
Nopariyesanānānattasutta ||| No Diversity of Searches
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Dhātunānattaṁ, bhikkhave, paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati saṅkappanānattaṁ, saṅkappanānattaṁ paṭicca uppajjati chandanānattaṁ, chandanānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, pariḷāhanānattaṁ paṭicca uppajjati pariyesanānānattaṁ; ||| “Mendicants, diversity of elements gives rise to diversity of perceptions. Diversity of perceptions gives rise to diversity of thoughts. Diversity of thoughts gives rise to diversity of desires. Diversity of desires gives rise to diversity of passions. Diversity of passions gives rise to diversity of searches.
no pariyesanānānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, no pariḷāhanānattaṁ paṭicca uppajjati chandanānattaṁ, no chandanānattaṁ paṭicca uppajjati saṅkappanānattaṁ, no saṅkappanānattaṁ paṭicca uppajjati saññānānattaṁ, no saññānānattaṁ paṭicca uppajjati dhātunānattaṁ. ||| Diversity of searches doesn’t give rise to diversity of passions. Diversity of passions doesn’t give rise to diversity of desires. Diversity of desires doesn’t give rise to diversity of thoughts. Diversity of thoughts doesn’t give rise to diversity of perceptions. Diversity of perceptions doesn’t give rise to diversity of elements.
Katamañca, bhikkhave, dhātunānattaṁ? ||| And what is the diversity of elements?
Rūpadhātu …pe… dhammadhātu— ||| The sight element, the sound element, the smell element, the taste element, the touch element, and the idea element.
idaṁ vuccati, bhikkhave, dhātunānattaṁ. ||| This is called the diversity of elements.
Kathañca, bhikkhave, dhātunānattaṁ paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati …pe… pariyesanānānattaṁ; ||| And how does diversity of elements give rise to diversity of perceptions …
no pariyesanānānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, no pariḷāhanānattaṁ paṭicca uppajjati chandanānattaṁ, no chandanānattaṁ paṭicca uppajjati saṅkappanānattaṁ, no saṅkappanānattaṁ paṭicca uppajjati saññānānattaṁ, no saññānānattaṁ paṭicca uppajjati dhātunānattaṁ? ||| diversity of perceptions doesn’t give rise to diversity of elements?
Rūpadhātuṁ, bhikkhave, paṭicca uppajjati rūpasaññā …pe… ||| The sight element gives rise to the perception of sights …
dhammadhātuṁ paṭicca uppajjati dhammasaññā, dhammasaññaṁ paṭicca uppajjati …pe… dhammapariyesanā; ||| The idea element gives rise to the perception of ideas … the search for ideas.
no dhammapariyesanaṁ paṭicca uppajjati dhammapariḷāho, no dhammapariḷāhaṁ paṭicca uppajjati dhammacchando, no dhammacchandaṁ paṭicca uppajjati dhammasaṅkappo, no dhammasaṅkappaṁ paṭicca uppajjati dhammasaññā, no dhammasaññaṁ paṭicca uppajjati dhammadhātu. ||| The search for ideas doesn’t give rise to the passion for ideas. The passion for ideas doesn’t give rise to the desire for ideas. The desire for ideas doesn’t give rise to thoughts about ideas. Thoughts about ideas don’t give rise to perceptions of ideas. Perceptions of ideas don’t give rise to the idea element.
Evaṁ kho, bhikkhave, dhātunānattaṁ paṭicca uppajjati saññānānattaṁ, saññānānattaṁ paṭicca uppajjati …pe… pariyesanānānattaṁ; ||| That’s how diversity of elements gives rise to diversity of perceptions …
no pariyesanānānattaṁ paṭicca uppajjati pariḷāhanānattaṁ, no pariḷāhanānattaṁ paṭicca uppajjati chandanānattaṁ, no chandanānattaṁ paṭicca uppajjati saṅkappanānattaṁ, no saṅkappanānattaṁ paṭicca uppajjati saññānānattaṁ, no saññānānattaṁ paṭicca uppajjati dhātunānattan”ti. ||| diversity of perceptions doesn’t give rise to diversity of elements.”
Aṭṭhamaṁ.
