Aṅguttara Nikāya 3.97 ||| Numbered Discourses 3.97
10. Loṇakapallavagga ||| 10. A Lump of Salt
Dutiyaājānīyasutta ||| The Thoroughbred (2nd)
“Tīhi, bhikkhave, aṅgehi samannāgato rañño bhadro assājānīyo rājāraho hoti rājabhoggo, rañño aṅganteva saṅkhayaṁ gacchati. ||| “Mendicants, a fine royal thoroughbred with three factors is worthy of a king, fit to serve a king, and considered a factor of kingship.
Katamehi tīhi? ||| What three?
Idha, bhikkhave, rañño bhadro assājānīyo vaṇṇasampanno ca hoti balasampanno ca javasampanno ca. ||| It’s when a fine royal thoroughbred is beautiful, strong, and fast.
Imehi kho, bhikkhave, tīhi aṅgehi samannāgato rañño bhadro assājānīyo rājāraho hoti rājabhoggo, rañño aṅganteva saṅkhyaṁ gacchati. ||| A fine royal thoroughbred with these three factors is worthy of a king, …
Evamevaṁ kho, bhikkhave, tīhi dhammehi samannāgato bhikkhu āhuneyyo hoti …pe… anuttaraṁ puññakkhettaṁ lokassa. ||| In the same way, a mendicant with three qualities is worthy of offerings dedicated to the gods, worthy of hospitality, worthy of a religious donation, worthy of veneration with cupped palms, and is the supreme field of merit for the world.
Katamehi tīhi? ||| What three?
Idha, bhikkhave, bhikkhu vaṇṇasampanno ca hoti balasampanno ca javasampanno ca. ||| It’s when a mendicant is beautiful, strong, and fast.
Kathañca, bhikkhave, bhikkhu vaṇṇasampanno hoti? ||| And how is a mendicant beautiful?
Idha, bhikkhave, bhikkhu sīlavā hoti …pe… samādāya sikkhati sikkhāpadesu. ||| It’s when a mendicant is ethical, restrained in the monastic code, conducting themselves well and resorting for alms in suitable places. Seeing danger in the slightest fault, they keep the rules they’ve undertaken.
Evaṁ kho, bhikkhave, bhikkhu vaṇṇasampanno hoti. ||| That’s how a mendicant is beautiful.
Kathañca, bhikkhave, bhikkhu balasampanno hoti? ||| And how is a mendicant strong?
Idha, bhikkhave, bhikkhu āraddhavīriyo viharati akusalānaṁ dhammānaṁ pahānāya kusalānaṁ dhammānaṁ upasampadāya thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu. ||| It’s when a mendicant lives with energy roused up for giving up unskillful qualities and embracing skillful qualities. They are strong, staunchly vigorous, not slacking off when it comes to developing skillful qualities.
Evaṁ kho, bhikkhave, bhikkhu balasampanno hoti. ||| That’s how a mendicant is strong.
Kathañca, bhikkhave, bhikkhu javasampanno hoti? ||| And how is a mendicant fast?
Idha, bhikkhave, bhikkhu pañcannaṁ orambhāgiyānaṁ saṁyojanānaṁ parikkhayā opapātiko hoti tattha parinibbāyī anāvattidhammo tasmā lokā. ||| It’s when a mendicant, with the ending of the five lower fetters, is reborn spontaneously. They’re extinguished there, and are not liable to return from that world.
Evaṁ kho, bhikkhave, bhikkhu javasampanno hoti. ||| That’s how a mendicant is fast.
Imehi kho, bhikkhave, tīhi dhammehi samannāgato bhikkhu āhuneyyo hoti …pe… anuttaraṁ puññakkhettaṁ lokassā”ti. ||| A mendicant with these three qualities is worthy of offerings dedicated to the gods, worthy of hospitality, worthy of a religious donation, worthy of veneration with cupped palms, and is the supreme field of merit for the world.”
Chaṭṭhaṁ.
