Saṁyutta Nikāya 15.19 ||| Linked Discourses 15.19
2. Dutiyavagga ||| 2. Chapter Two
Dhītusutta ||| Daughter
Sāvatthiyaṁ viharati. ||| At Sāvatthī.
“Anamataggoyaṁ, bhikkhave, saṁsāro. ||| “Mendicants, this transmigration has no known beginning.
Pubbā koṭi na paññāyati avijjānīvaraṇānaṁ sattānaṁ taṇhāsaṁyojanānaṁ sandhāvataṁ saṁsarataṁ. ||| No first point is found of sentient beings roaming and transmigrating, shrouded by ignorance and fettered by craving.
Na so, bhikkhave, satto sulabharūpo yo na dhītābhūtapubbo iminā dīghena addhunā. ||| It’s not easy to find a sentient being who in all this long time has not previously been your daughter.
Taṁ kissa hetu? ||| Why is that?
Anamataggoyaṁ, bhikkhave, saṁsāro. ||| This transmigration has no known beginning.
Pubbā koṭi na paññāyati avijjānīvaraṇānaṁ sattānaṁ taṇhāsaṁyojanānaṁ sandhāvataṁ saṁsarataṁ. ||| No first point is found of sentient beings roaming and transmigrating, shrouded by ignorance and fettered by craving.
Evaṁ dīgharattaṁ vo, bhikkhave, dukkhaṁ paccanubhūtaṁ tibbaṁ paccanubhūtaṁ byasanaṁ paccanubhūtaṁ, kaṭasī vaḍḍhitā. ||| For such a long time you have undergone suffering, agony, and disaster, swelling the cemeteries.
Yāvañcidaṁ, bhikkhave, alameva sabbasaṅkhāresu nibbindituṁ, alaṁ virajjituṁ, alaṁ vimuccitun”ti. ||| This is quite enough for you to become disillusioned, dispassionate, and freed regarding all conditions.”
Navamaṁ.
