Majjhima Nikāya 112 ||| Middle Discourses 112
Chabbisodhanasutta ||| The Sixfold Purification
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane anāthapiṇḍikassa ārāme. ||| At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery.
Tatra kho bhagavā bhikkhū āmantesi: ||| There the Buddha addressed the mendicants,
“bhikkhavo”ti. ||| “Mendicants!”
“Bhadante”ti te bhikkhū bhagavato paccassosuṁ. ||| “Venerable sir,” they replied.
Bhagavā etadavoca: ||| The Buddha said this:
“Idha, bhikkhave, bhikkhu aññaṁ byākaroti: ||| “Take a mendicant who declares enlightenment:
‘khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyāti pajānāmī’ti. ||| ‘I understand: “Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.”’
Tassa, bhikkhave, bhikkhuno bhāsitaṁ neva abhinanditabbaṁ nappaṭikkositabbaṁ. ||| You should neither approve nor reject that mendicant’s statement.
Anabhinanditvā appaṭikkositvā pañho pucchitabbo: ||| Rather, you should question them:
‘cattārome, āvuso, vohārā tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| ‘Reverend, these four kinds of expression have been rightly explained by the Blessed One, who knows and sees, the perfected one, the fully awakened Buddha.
Katame cattāro? ||| What four?
Diṭṭhe diṭṭhavāditā, sute sutavāditā, mute mutavāditā, viññāte viññātavāditā— ||| One speaks of the seen as seen, the heard as heard, the thought as thought, and the known as known.
ime kho, āvuso, cattāro vohārā tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| These are the four kinds of expression rightly explained by the Blessed One, who knows and sees, the perfected one, the fully awakened Buddha.
Kathaṁ jānato panāyasmato, kathaṁ passato imesu catūsu vohāresu anupādāya āsavehi cittaṁ vimuttan’ti? ||| How does the venerable know and see regarding these four kinds of expression so that your mind is freed from defilements by not grasping?’
Khīṇāsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṁyojanassa sammadaññāvimuttassa ayamanudhammo hoti veyyākaraṇāya: ||| For a mendicant with defilements ended—who has completed the spiritual journey, done what had to be done, laid down the burden, achieved their heart’s goal, utterly ended the fetter of continued existence, and is rightly freed through enlightenment—it is in line with the teaching to answer:
‘diṭṭhe kho ahaṁ, āvuso, anupāyo anapāyo anissito appaṭibaddho vippamutto visaṁyutto vimariyādīkatena cetasā viharāmi. ||| ‘Regarding what is seen, reverends, I live without getting involved or shying away, independent, untied, liberated, detached, with mind free of boundaries.
Sute kho ahaṁ, āvuso …pe… ||| Regarding what is heard …
mute kho ahaṁ, āvuso … ||| thought …
viññāte kho ahaṁ, āvuso, anupāyo anapāyo anissito appaṭibaddho vippamutto visaṁyutto vimariyādīkatena cetasā viharāmi. ||| or known, I live without getting involved or shying away, independent, untied, liberated, detached, with mind free of boundaries.
Evaṁ kho me, āvuso, jānato evaṁ passato imesu catūsu vohāresu anupādāya āsavehi cittaṁ vimuttan’ti. ||| That is how I know and see regarding these four kinds of expression so that my mind is freed from defilements by not grasping.’
Tassa, bhikkhave, bhikkhuno ‘sādhū’ti bhāsitaṁ abhinanditabbaṁ anumoditabbaṁ. ||| Saying ‘Good!’ you should applaud and cheer that mendicant’s statement,
‘Sādhū’ti bhāsitaṁ abhinanditvā anumoditvā uttariṁ pañho pucchitabbo. ||| then ask a further question:
‘Pañcime, āvuso, upādānakkhandhā tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| ‘Reverend, these five grasping aggregates have been rightly explained by the Buddha.
Katame pañca? ||| What five?
Seyyathidaṁ—rūpupādānakkhandho, vedanupādānakkhandho, saññupādānakkhandho, saṅkhārupādānakkhandho, viññāṇupādānakkhandho— ||| That is: the grasping aggregates of form, feeling, perception, choices, and consciousness.
ime kho, āvuso, pañcupādānakkhandhā tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| These are the five grasping aggregates that have been rightly explained by the Buddha.
Kathaṁ jānato panāyasmato, kathaṁ passato imesu pañcasu upādānakkhandhesu anupādāya āsavehi cittaṁ vimuttan’ti? ||| How does the venerable know and see regarding these five grasping aggregates so that your mind is freed from defilements by not grasping?’
Khīṇāsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṁyojanassa sammadaññāvimuttassa ayamanudhammo hoti veyyākaraṇāya: ||| For a mendicant with defilements ended it is in line with the teaching to answer:
‘rūpaṁ kho ahaṁ, āvuso, abalaṁ virāgunaṁ anassāsikanti viditvā ye rūpe upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| ‘Reverends, knowing that form is powerless, faded, and unreliable, I understand that my mind is freed through the ending, fading away, cessation, giving away, and letting go of attraction, grasping, mental fixation, insistence, and underlying tendency for form.
Vedanaṁ kho ahaṁ, āvuso …pe… ||| Knowing that feeling …
saññaṁ kho ahaṁ, āvuso … ||| perception …
saṅkhāre kho ahaṁ, āvuso … ||| choices …
viññāṇaṁ kho ahaṁ, āvuso, abalaṁ virāgunaṁ anassāsikanti viditvā ye viññāṇe upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| consciousness is powerless, faded, and unreliable, I understand that my mind is freed through the ending, fading away, cessation, giving away, and letting go of attraction, grasping, mental fixation, insistence, and underlying tendency for consciousness.
Evaṁ kho me, āvuso, jānato evaṁ passato imesu pañcasu upādānakkhandhesu anupādāya āsavehi cittaṁ vimuttan’ti. ||| That is how I know and see regarding these five grasping aggregates so that my mind is freed from defilements by not grasping.’
Tassa, bhikkhave, bhikkhuno ‘sādhū’ti bhāsitaṁ abhinanditabbaṁ, anumoditabbaṁ. ||| Saying ‘Good!’ you should applaud and cheer that mendicant’s statement,
‘Sādhū’ti bhāsitaṁ abhinanditvā anumoditvā uttariṁ pañho pucchitabbo. ||| then ask a further question:
‘Chayimā, āvuso, dhātuyo tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| ‘Reverend, these six elements have been rightly explained by the Buddha.
Katamā cha? ||| What six?
Pathavīdhātu, āpodhātu, tejodhātu, vāyodhātu, ākāsadhātu, viññāṇadhātu— ||| The elements of earth, water, fire, air, space, and consciousness.
imā kho, āvuso, cha dhātuyo tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātā. ||| These are the six elements that have been rightly explained by the Buddha.
Kathaṁ jānato panāyasmato, kathaṁ passato imāsu chasu dhātūsu anupādāya āsavehi cittaṁ vimuttan’ti? ||| How does the venerable know and see regarding these six elements so that your mind is freed from defilements by not grasping?’
Khīṇāsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṁyojanassa sammadaññāvimuttassa ayamanudhammo hoti veyyākaraṇāya: ||| For a mendicant with defilements ended it is in line with the teaching to answer:
‘pathavīdhātuṁ kho ahaṁ, āvuso, na attato upagacchiṁ, na ca pathavīdhātunissitaṁ attānaṁ. ||| ‘Reverends, I’ve not taken the earth element as self, nor is there a self based on the earth element.
Ye ca pathavīdhātunissitā upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| And I understand that my mind is freed through the ending, fading away, cessation, giving away, and letting go of attraction, grasping, mental fixation, insistence, and underlying tendency based on the earth element.
Āpodhātuṁ kho ahaṁ, āvuso …pe… ||| I’ve not taken the water element …
tejodhātuṁ kho ahaṁ, āvuso … ||| fire element …
vāyodhātuṁ kho ahaṁ, āvuso … ||| air element …
ākāsadhātuṁ kho ahaṁ, āvuso … ||| space element …
viññāṇadhātuṁ kho ahaṁ, āvuso, na attato upagacchiṁ, na ca viññāṇadhātunissitaṁ attānaṁ. ||| consciousness element as self, nor is there a self based on the consciousness element.
Ye ca viññāṇadhātunissitā upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| And I understand that my mind is freed through the ending of attraction based on the consciousness element.
Evaṁ kho me, āvuso, jānato, evaṁ passato imāsu chasu dhātūsu anupādāya āsavehi cittaṁ vimuttan’ti. ||| That is how I know and see regarding these six elements so that my mind is freed from defilements by not grasping.’
Tassa, bhikkhave, bhikkhuno ‘sādhū’ti bhāsitaṁ abhinanditabbaṁ, anumoditabbaṁ. ||| Saying ‘Good!’ you should applaud and cheer that mendicant’s statement,
‘Sādhū’ti bhāsitaṁ abhinanditvā anumoditvā uttariṁ pañho pucchitabbo. ||| then ask a further question:
‘Cha kho panimāni, āvuso, ajjhattikabāhirāni āyatanāni tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātāni. ||| ‘Reverend, these six interior and exterior sense fields have been rightly explained by the Buddha.
Katamāni cha? ||| What six?
Cakkhu ceva rūpā ca, sotañca saddā ca, ghānañca gandhā ca, jivhā ca rasā ca, kāyo ca phoṭṭhabbā ca, mano ca dhammā ca— ||| The eye and sights, the ear and sounds, the nose and smells, the tongue and tastes, the body and touches, and the mind and ideas.
imāni kho, āvuso, cha ajjhattikabāhirāni āyatanāni tena bhagavatā jānatā passatā arahatā sammāsambuddhena sammadakkhātāni. ||| These are the six interior and exterior sense fields that have been rightly explained by the Buddha.
Kathaṁ jānato panāyasmato, kathaṁ passato imesu chasu ajjhattikabāhiresu āyatanesu anupādāya āsavehi cittaṁ vimuttan’ti? ||| How does the venerable know and see regarding these six interior and exterior sense fields so that your mind is freed from defilements by not grasping?’
Khīṇāsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṁyojanassa sammadaññāvimuttassa ayamanudhammo hoti veyyākaraṇāya: ||| For a mendicant with defilements ended it is in line with the teaching to answer:
‘cakkhusmiṁ, āvuso, rūpe cakkhuviññāṇe cakkhuviññāṇaviññātabbesu dhammesu yo chando yo rāgo yā nandī yā taṇhā ye ca upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| ‘I understand that my mind is freed through the ending, fading away, cessation, giving away, and letting go of desire and greed and relishing and craving; attraction, grasping, mental fixation, insistence, and underlying tendency for the eye, sights, eye consciousness, and things knowable by eye consciousness.
Sotasmiṁ, āvuso, sadde sotaviññāṇe …pe… ||| I understand that my mind is freed through the ending of desire for the ear …
ghānasmiṁ, āvuso, gandhe ghānaviññāṇe … ||| nose …
jivhāya, āvuso, rase jivhāviññāṇe … ||| tongue …
kāyasmiṁ, āvuso, phoṭṭhabbe kāyaviññāṇe … ||| body …
manasmiṁ, āvuso, dhamme manoviññāṇe manoviññāṇaviññātabbesu dhammesu yo chando yo rāgo yā nandī yā taṇhā ye ca upāyūpādānā cetaso adhiṭṭhānābhinivesānusayā tesaṁ khayā virāgā nirodhā cāgā paṭinissaggā vimuttaṁ me cittanti pajānāmi. ||| mind, ideas, mind consciousness, and things knowable by mind consciousness.
Evaṁ kho me, āvuso, jānato evaṁ passato imesu chasu ajjhattikabāhiresu āyatanesu anupādāya āsavehi cittaṁ vimuttan’ti. ||| That is how I know and see regarding these six interior and exterior sense fields so that my mind is freed from defilements by not grasping.’
Tassa, bhikkhave, bhikkhuno ‘sādhū’ti bhāsitaṁ abhinanditabbaṁ anumoditabbaṁ. ||| Saying ‘Good!’ you should applaud and cheer that mendicant’s statement,
‘Sādhū’ti bhāsitaṁ abhinanditvā anumoditvā uttariṁ pañho pucchitabbo. ||| then ask a further question:
‘Kathaṁ jānato panāyasmato, kathaṁ passato imasmiñca saviññāṇake kāye bahiddhā ca sabbanimittesu ahaṅkāramamaṅkāramānānusayā samūhatā’ti? ||| ‘Sir, how does the venerable know and see so that he has eradicated I-making, mine-making, and the underlying tendency to conceit for this conscious body and externally for all signs?’
Khīṇāsavassa, bhikkhave, bhikkhuno vusitavato katakaraṇīyassa ohitabhārassa anuppattasadatthassa parikkhīṇabhavasaṁyojanassa sammadaññāvimuttassa ayamanudhammo hoti veyyākaraṇāya: ||| For a mendicant with defilements ended it is in line with the teaching to answer:
‘pubbe kho ahaṁ, āvuso, agāriyabhūto samāno aviddasu ahosiṁ. ||| ‘Formerly, reverends, when I was still a layperson, I was ignorant.
Tassa me tathāgato vā tathāgatasāvako vā dhammaṁ desesi. ||| Then the Realized One or one of his disciples taught me the Dhamma.
Tāhaṁ dhammaṁ sutvā tathāgate saddhaṁ paṭilabhiṁ. ||| I gained faith in the Realized One,
So tena saddhāpaṭilābhena samannāgato iti paṭisañcikkhiṁ: ||| and reflected:
“sambādho gharāvāso rajāpatho, abbhokāso pabbajjā. ||| “Life at home is cramped and dirty, life gone forth is wide open.
Nayidaṁ sukaraṁ agāraṁ ajjhāvasatā ekantaparipuṇṇaṁ ekantaparisuddhaṁ saṅkhalikhitaṁ brahmacariyaṁ carituṁ. ||| It’s not easy for someone living at home to lead the spiritual life utterly full and pure, like a polished shell.
Yannūnāhaṁ kesamassuṁ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṁ pabbajeyyan”ti. ||| Why don’t I shave off my hair and beard, dress in ocher robes, and go forth from lay life to homelessness?”
So kho ahaṁ, āvuso, aparena samayena appaṁ vā bhogakkhandhaṁ pahāya mahantaṁ vā bhogakkhandhaṁ pahāya, appaṁ vā ñātiparivaṭṭaṁ pahāya mahantaṁ vā ñātiparivaṭṭaṁ pahāya kesamassuṁ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṁ pabbajiṁ. ||| After some time I gave up a large or small fortune, and a large or small family circle. I shaved off hair and beard, dressed in ocher robes, and went forth from the lay life to homelessness.
So evaṁ pabbajito samāno bhikkhūnaṁ sikkhāsājīvasamāpanno pāṇātipātaṁ pahāya pāṇātipātā paṭivirato ahosiṁ nihitadaṇḍo nihitasattho, lajjī dayāpanno sabbapāṇabhūtahitānukampī vihāsiṁ. ||| Once I had gone forth, I took up the training and livelihood of the mendicants. I gave up killing living creatures, renouncing the rod and the sword. I was scrupulous and kind, living full of sympathy for all living beings.
Adinnādānaṁ pahāya adinnādānā paṭivirato ahosiṁ dinnādāyī dinnapāṭikaṅkhī, athenena sucibhūtena attanā vihāsiṁ. ||| I gave up stealing. I took only what’s given, and expected only what’s given. I kept myself clean by not thieving.
Abrahmacariyaṁ pahāya brahmacārī ahosiṁ ārācārī virato methunā gāmadhammā. ||| I gave up unchastity. I became chaste, set apart, avoiding the vulgar act of sex.
Musāvādaṁ pahāya musāvādā paṭivirato ahosiṁ saccavādī saccasandho theto paccayiko avisaṁvādako lokassa. ||| I gave up lying. I spoke the truth and stuck to the truth. I was honest and dependable, not tricking the world with my words.
Pisuṇaṁ vācaṁ pahāya pisuṇāya vācāya paṭivirato ahosiṁ, ito sutvā na amutra akkhātā imesaṁ bhedāya, amutra vā sutvā na imesaṁ akkhātā amūsaṁ bhedāya; iti bhinnānaṁ vā sandhātā sahitānaṁ vā anuppadātā samaggārāmo samaggarato samagganandī samaggakaraṇiṁ vācaṁ bhāsitā ahosiṁ. ||| I gave up backbiting. I didn’t repeat in one place what I heard in another so as to divide people against each other. Instead, I reconciled those who are divided and support those who are united, delighting in harmony, loving harmony, speaking words that promote harmony.
Pharusaṁ vācaṁ pahāya pharusāya vācāya paṭivirato ahosiṁ; yā sā vācā nelā kaṇṇasukhā pemanīyā hadayaṅgamā porī bahujanakantā bahujanamanāpā tathārūpiṁ vācaṁ bhāsitā ahosiṁ. ||| I gave up harsh speech. I spoke in a way that’s mellow, pleasing to the ear, endearing, going to the heart, polite, likable and agreeable to the people.
