Saṁyutta Nikāya 46.13 ||| Linked Discourses 46.13
2. Gilānavagga ||| 2. Sick
Dutiyasūriyūpamasutta ||| The Simile of the Sun (2nd)
“Sūriyassa, bhikkhave, udayato etaṁ pubbaṅgamaṁ etaṁ pubbanimittaṁ, yadidaṁ—aruṇuggaṁ; ||| “Mendicants, the dawn is the forerunner and harbinger of the sunrise.
evameva kho, bhikkhave, bhikkhuno sattannaṁ bojjhaṅgānaṁ uppādāya etaṁ pubbaṅgamaṁ etaṁ pubbanimittaṁ, yadidaṁ—yonisomanasikāro. ||| In the same way, for a mendicant rational application of mind is the forerunner and harbinger of the arising of the seven awakening factors.
Yonisomanasikārasampannassetaṁ, bhikkhave, bhikkhuno pāṭikaṅkhaṁ—satta bojjhaṅge bhāvessati, satta bojjhaṅge bahulīkarissati. ||| A mendicant accomplished in rational application of mind can expect to develop and cultivate the seven awakening factors.
Kathañca, bhikkhave, bhikkhu yonisomanasikārasampanno satta bojjhaṅge bhāveti, satta bojjhaṅge bahulīkaroti? ||| And how does a mendicant with rational application of mind develop and cultivate the seven awakening factors?
Idha, bhikkhave, bhikkhu satisambojjhaṅgaṁ bhāveti vivekanissitaṁ …pe… ||| It’s when a mendicant develops the awakening factors of mindfulness, investigation of principles, energy, rapture, tranquility, immersion,
upekkhāsambojjhaṅgaṁ bhāveti vivekanissitaṁ virāganissitaṁ nirodhanissitaṁ vossaggapariṇāmiṁ. ||| and equanimity, which rely on seclusion, fading away, and cessation, and ripen as letting go.
Evaṁ kho, bhikkhave, bhikkhu yonisomanasikārasampanno satta bojjhaṅge bhāveti, satta bojjhaṅge bahulīkarotī”ti. ||| That’s how a mendicant with rational application of mind develops and cultivates the seven awakening factors.”
Tatiyaṁ.
