Saṁyutta Nikāya 45.33 ||| Linked Discourses 45.33
4. Paṭipattivagga ||| 4. Practice
Viraddhasutta ||| Missed Out
Sāvatthinidānaṁ. ||| At Sāvatthī.
“Yesaṁ kesañci, bhikkhave, ariyo aṭṭhaṅgiko maggo viraddho, viraddho tesaṁ ariyo aṭṭhaṅgiko maggo sammā dukkhakkhayagāmī. ||| “Mendicants, whoever has missed out on the noble eightfold path has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, ariyo aṭṭhaṅgiko maggo āraddho, āraddho tesaṁ ariyo aṭṭhaṅgiko maggo sammā dukkhakkhayagāmī. ||| Whoever has undertaken the noble eightfold path has undertaken the noble path to the complete ending of suffering.
Katamo ca, bhikkhave, ariyo aṭṭhaṅgiko maggo? ||| And what is the noble eightfold path?
Seyyathidaṁ—sammādiṭṭhi …pe… sammāsamādhi. ||| It is right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion.
Yesaṁ kesañci, bhikkhave, ayaṁ ariyo aṭṭhaṅgiko maggo viraddho, viraddho tesaṁ ariyo aṭṭhaṅgiko maggo sammā dukkhakkhayagāmī. ||| Whoever has missed out on the noble eightfold path has missed out on the noble path to the complete ending of suffering.
Yesaṁ kesañci, bhikkhave, ayaṁ ariyo aṭṭhaṅgiko maggo āraddho, āraddho tesaṁ ariyo aṭṭhaṅgiko maggo sammā dukkhakkhayagāmī”ti. ||| Whoever has undertaken the noble eightfold path has undertaken the noble path to the complete ending of suffering.”
Tatiyaṁ.
